Row,C11,C21,C31,C41,C51,C61,C22,C32,C42,C52,C62,C33,C43,C53,C63,C44,C54,C64,C55,C65,C66
247_002,0.048682,0.019866,0.019653,0.002420,0.001330,-0.002483,0.049304,0.019866,0.002139,0.002139,-0.001271,0.048682,0.001330,0.002420,-0.002483,0.030019,-0.001420,0.001560,0.030019,0.001560,0.029789
247_003,0.053148,0.021118,0.021068,0.002348,0.001236,-0.002182,0.053603,0.021105,0.001913,0.001918,-0.001091,0.053148,0.001241,0.002353,-0.002182,0.031987,-0.001127,0.001451,0.031983,0.001451,0.031752
247_004,0.063511,0.025284,0.025285,0.001239,0.000518,-0.001110,0.063560,0.025284,0.001204,0.001204,-0.000489,0.063511,0.000518,0.001239,-0.001110,0.037609,-0.000519,0.000555,0.037609,0.000555,0.037576
247_005,0.069410,0.027841,0.027742,0.001357,0.000667,-0.001216,0.069519,0.027803,0.001342,0.001307,-0.000664,0.069263,0.000716,0.001270,-0.001165,0.040831,-0.000772,0.000788,0.040799,0.000837,0.040748
247_006,0.074745,0.029287,0.029221,0.000753,0.000373,-0.000825,0.074806,0.029263,0.000734,0.000829,-0.000379,0.074683,0.000335,0.000846,-0.000827,0.043491,-0.000294,0.000302,0.043481,0.000251,0.043456
247_007,0.078791,0.030225,0.030227,0.000629,0.000325,-0.000627,0.078791,0.030225,0.000628,0.000628,-0.000326,0.078791,0.000325,0.000629,-0.000627,0.045313,-0.000186,0.000186,0.045313,0.000186,0.045316
247_008,0.084618,0.032604,0.032614,0.001659,0.000857,-0.001644,0.084470,0.032461,0.001616,0.001599,-0.000930,0.084311,0.000791,0.001563,-0.001701,0.047998,-0.000908,0.000856,0.047913,0.000782,0.047963
247_009,0.092921,0.036069,0.036057,0.000532,0.000283,-0.000522,0.092930,0.036057,0.000528,0.000533,-0.000289,0.092872,0.000288,0.000556,-0.000541,0.052074,-0.000304,0.000300,0.052063,0.000308,0.052060
247_010,0.098197,0.037861,0.037963,0.000588,0.000321,-0.000466,0.098113,0.037879,0.000548,0.000684,-0.000228,0.098200,0.000241,0.000713,-0.000458,0.054313,-0.000160,0.000267,0.054328,0.000180,0.054381
247_011,0.103157,0.039755,0.039755,0.001192,0.000623,-0.001177,0.103147,0.039755,0.001190,0.001190,-0.000630,0.103157,0.000623,0.001192,-0.001177,0.056480,-0.000557,0.000558,0.056480,0.000558,0.056478
247_012,0.108067,0.041808,0.041722,0.000264,-0.000063,-0.000056,0.108141,0.041767,0.000223,0.000232,0.000057,0.108046,-0.000053,0.000258,-0.000064,0.058813,0.000055,-0.000016,0.058791,-0.000021,0.058766
247_013,0.112121,0.043092,0.043034,0.000537,0.000193,-0.000469,0.112211,0.043110,0.000571,0.000517,-0.000196,0.112120,0.000187,0.000576,-0.000426,0.060487,-0.000215,0.000222,0.060494,0.000221,0.060463
247_014,0.119776,0.045964,0.045963,0.000200,0.000372,-0.000170,0.119811,0.045964,0.000211,0.000211,-0.000386,0.119776,0.000372,0.000200,-0.000170,0.063851,-0.000281,0.000286,0.063851,0.000286,0.063853
247_015,0.126496,0.049067,0.049081,0.000166,0.000107,-0.000092,0.126452,0.049059,0.000151,0.000147,-0.000080,0.126495,0.000105,0.000162,-0.000092,0.066945,-0.000023,0.000054,0.066941,0.000054,0.066961
247_016,0.131457,0.050808,0.050818,0.000139,0.000044,-0.000084,0.131546,0.050829,0.000157,0.000148,-0.000017,0.131467,0.000036,0.000127,-0.000081,0.068996,0.000007,0.000024,0.069005,0.000023,0.068991
247_017,0.136400,0.052247,0.052242,0.000342,0.000049,-0.000247,0.136396,0.052283,0.000334,0.000419,0.000049,0.136409,-0.000012,0.000425,-0.000250,0.070853,0.000005,0.000093,0.070872,0.000038,0.070848
247_018,0.139364,0.053375,0.053282,0.000630,0.000202,-0.000616,0.139445,0.053376,0.000675,0.000609,-0.000234,0.139365,0.000233,0.000662,-0.000544,0.072074,-0.000257,0.000245,0.072076,0.000273,0.072031
247_019,0.145586,0.055366,0.055345,0.000527,0.000344,-0.000451,0.145421,0.055322,0.000579,0.000616,-0.000262,0.145463,0.000305,0.000611,-0.000410,0.074425,-0.000190,0.000286,0.074391,0.000244,0.074425
247_020,0.152081,0.057693,0.057734,0.000114,0.000491,-0.000213,0.152258,0.057808,0.000140,0.000498,-0.000317,0.152332,0.000234,0.000564,-0.000171,0.077006,-0.000287,0.000458,0.077078,0.000228,0.077035
247_021,0.158596,0.060638,0.060665,0.000742,0.000431,-0.000653,0.158544,0.060639,0.000768,0.000769,-0.000380,0.158618,0.000431,0.000749,-0.000646,0.079693,-0.000405,0.000447,0.079695,0.000449,0.079703
247_022,0.163843,0.062272,0.062335,0.000525,0.000041,-0.000402,0.163818,0.062291,0.000498,0.000496,0.000013,0.163878,0.000030,0.000514,-0.000396,0.081623,-0.000092,0.000152,0.081634,0.000154,0.081641
247_023,0.167720,0.063517,0.063460,0.000237,-0.000014,-0.000174,0.167937,0.063552,0.000283,0.000318,0.000091,0.167806,-0.000049,0.000297,-0.000196,0.083053,0.000021,0.000047,0.083075,0.000017,0.083022
247_024,0.175421,0.066016,0.066010,0.000102,-0.000016,0.000001,0.175493,0.066061,0.000141,0.000209,0.000108,0.175496,-0.000077,0.000184,-0.000024,0.085870,0.000144,-0.000054,0.085895,-0.000105,0.085866
247_025,0.183290,0.068746,0.068716,0.000682,0.000389,-0.000560,0.183343,0.068739,0.000670,0.000665,-0.000344,0.183305,0.000387,0.000683,-0.000554,0.088840,-0.000283,0.000325,0.088836,0.000326,0.088823
247_026,0.186921,0.069765,0.069782,0.000723,0.000581,-0.000713,0.187052,0.069858,0.000675,0.000642,-0.000534,0.187111,0.000548,0.000621,-0.000644,0.090096,-0.000448,0.000477,0.090144,0.000452,0.090102
247_027,0.195349,0.072777,0.072785,0.000218,0.000307,-0.000173,0.195306,0.072773,0.000198,0.000238,-0.000289,0.195342,0.000294,0.000245,-0.000159,0.093052,-0.000186,0.000211,0.093052,0.000198,0.093053
247_028,0.200963,0.074551,0.074284,0.000906,0.000454,-0.000673,0.201213,0.074510,0.000898,0.000984,-0.000440,0.200869,0.000387,0.000960,-0.000680,0.094965,-0.000370,0.000433,0.094936,0.000377,0.094846
247_029,0.208743,0.077018,0.077019,0.000351,0.000258,-0.000232,0.208821,0.077028,0.000420,0.000515,-0.000203,0.208749,0.000176,0.000444,-0.000234,0.097595,-0.000164,0.000241,0.097603,0.000175,0.097594
247_030,0.216519,0.079996,0.079983,0.000099,0.000098,-0.000106,0.216621,0.080037,0.000060,0.000053,-0.000077,0.216594,0.000088,0.000071,-0.000088,0.100282,-0.000075,0.000087,0.100300,0.000080,0.100278
247_031,0.220274,0.081213,0.081213,0.000187,0.000054,-0.000187,0.220274,0.081213,0.000187,0.000187,-0.000054,0.220274,0.000054,0.000187,-0.000187,0.101508,-0.000080,0.000080,0.101508,0.000080,0.101508
247_032,0.227045,0.083123,0.083134,0.000335,0.000165,-0.000183,0.227028,0.083105,0.000293,0.000319,-0.000169,0.227037,0.000172,0.000322,-0.000209,0.103599,-0.000159,0.000183,0.103593,0.000184,0.103609
247_033,0.233533,0.085520,0.085525,0.000120,0.000066,-0.000152,0.233562,0.085521,0.000128,0.000289,-0.000008,0.233604,0.000002,0.000271,-0.000161,0.105776,-0.000045,0.000099,0.105780,0.000039,0.105779
247_034,0.240318,0.088100,0.088166,0.000663,0.000541,-0.000600,0.240326,0.088146,0.000679,0.000787,-0.000432,0.240405,0.000487,0.000801,-0.000601,0.108008,-0.000379,0.000477,0.108027,0.000425,0.108041
247_035,0.248082,0.090785,0.090771,0.000048,0.000080,-0.000042,0.248103,0.090785,0.000052,0.000052,-0.000084,0.248082,0.000080,0.000048,-0.000042,0.110618,-0.000086,0.000086,0.110618,0.000086,0.110611
247_036,0.253240,0.092285,0.092219,-0.000125,-0.000187,0.000183,0.253289,0.092293,-0.000152,-0.000124,0.000208,0.253198,-0.000210,-0.000106,0.000193,0.112214,0.000112,-0.000092,0.112219,-0.000108,0.112187
247_037,0.260007,0.094690,0.094653,0.000340,-0.000053,-0.000277,0.259970,0.094672,0.000350,0.000352,0.000039,0.259967,-0.000050,0.000330,-0.000291,0.114375,-0.000041,0.000041,0.114366,0.000038,0.114354
247_038,0.264591,0.096197,0.096206,0.000309,-0.000044,-0.000309,0.264546,0.096197,0.000325,0.000325,0.000039,0.264591,-0.000044,0.000309,-0.000309,0.115864,-0.000044,0.000040,0.115864,0.000040,0.115867
247_039,0.272311,0.099456,0.099430,0.000474,0.000296,-0.000437,0.272404,0.099443,0.000480,0.000497,-0.000265,0.272284,0.000278,0.000510,-0.000428,0.118498,-0.000222,0.000247,0.118490,0.000230,0.118475
247_040,0.278457,0.101336,0.101348,0.000225,0.000215,-0.000220,0.278445,0.101333,0.000254,0.000294,-0.000186,0.278551,0.000175,0.000314,-0.000224,0.120347,-0.000168,0.000206,0.120354,0.000174,0.120360
247_041,0.287143,0.103894,0.103826,0.000551,0.000219,-0.000335,0.287261,0.103938,0.000572,0.000499,-0.000194,0.287209,0.000199,0.000496,-0.000342,0.122931,-0.000255,0.000285,0.122955,0.000273,0.122897
247_042,0.294818,0.106873,0.106835,-0.000013,-0.000093,0.000074,0.294753,0.106864,-0.000045,0.000054,0.000175,0.294748,-0.000157,0.000062,0.000097,0.125323,0.000061,0.000007,0.125322,-0.000041,0.125298
247_043,0.299938,0.107948,0.107922,0.000423,0.000105,-0.000406,0.299923,0.107934,0.000418,0.000538,-0.000022,0.299904,0.000031,0.000528,-0.000406,0.126646,-0.000100,0.000171,0.126641,0.000109,0.126639
247_044,0.308244,0.111209,0.111197,0.000434,0.000030,-0.000344,0.308279,0.111209,0.000450,0.000450,-0.000024,0.308244,0.000030,0.000434,-0.000344,0.129382,-0.000112,0.000124,0.129382,0.000124,0.129379
247_045,0.315924,0.113676,0.113465,0.000307,-0.000078,-0.000108,0.316176,0.113696,0.000288,0.000276,0.000075,0.315934,-0.000082,0.000293,-0.000107,0.131606,0.000004,0.000025,0.131616,0.000023,0.131515
247_046,0.324230,0.115764,0.115743,-0.000041,-0.000000,0.000107,0.324300,0.115766,-0.000056,-0.000040,0.000041,0.324199,-0.000003,-0.000048,0.000096,0.133689,0.000015,0.000016,0.133687,0.000013,0.133681
247_047,0.335095,0.119520,0.119483,0.000059,0.000053,0.000006,0.335157,0.119491,0.000085,0.000098,-0.000051,0.335012,0.000059,0.000098,-0.000018,0.137124,-0.000040,0.000047,0.137105,0.000056,0.137109
247_048,0.340667,0.121120,0.121104,0.000540,0.000187,-0.000532,0.340591,0.121091,0.000575,0.000588,-0.000201,0.340578,0.000193,0.000580,-0.000556,0.138752,-0.000174,0.000165,0.138733,0.000174,0.138736
247_049,0.350541,0.124288,0.124314,-0.000086,-0.000026,0.000105,0.350478,0.124315,-0.000035,-0.000038,0.000100,0.350609,-0.000059,-0.000041,0.000116,0.141527,0.000101,-0.000045,0.141539,-0.000066,0.141541
247_050,0.357796,0.126893,0.126937,-0.000042,0.000029,0.000123,0.357828,0.126927,-0.000040,-0.000097,-0.000019,0.357958,0.000043,-0.000072,0.000152,0.143665,0.000017,-0.000006,0.143685,0.000003,0.143688
247_051,0.366580,0.129823,0.129861,0.000264,0.000153,-0.000275,0.366430,0.129756,0.000321,0.000326,-0.000138,0.366523,0.000173,0.000256,-0.000248,0.146232,-0.000106,0.000130,0.146196,0.000141,0.146248
247_052,0.374865,0.132755,0.132738,-0.000073,-0.000003,0.000059,0.374758,0.132724,-0.000091,-0.000007,0.000033,0.374690,-0.000062,-0.000005,0.000049,0.148680,-0.000008,0.000034,0.148660,-0.000008,0.148669
247_053,0.384563,0.135894,0.135875,0.000055,-0.000025,0.000023,0.384776,0.135889,0.000051,0.000132,0.000117,0.384577,-0.000103,0.000141,0.000018,0.151533,0.000041,0.000031,0.151530,-0.000027,0.151535
247_054,0.393869,0.138888,0.138888,-0.000036,-0.000007,0.000029,0.394037,0.138922,-0.000007,0.000148,0.000089,0.393970,-0.000093,0.000138,0.000031,0.154036,0.000037,0.000033,0.154049,-0.000030,0.154038
247_055,0.402689,0.141600,0.141563,0.000224,0.000051,-0.000197,0.402619,0.141551,0.000206,0.000183,-0.000049,0.402602,0.000076,0.000171,-0.000211,0.156345,-0.000025,0.000030,0.156313,0.000040,0.156327
247_056,0.411781,0.144806,0.144975,0.000765,0.000370,-0.000555,0.411566,0.144807,0.000715,0.000715,-0.000328,0.411792,0.000369,0.000762,-0.000550,0.158784,-0.000222,0.000276,0.158784,0.000276,0.158857
247_057,0.420519,0.148012,0.147973,-0.000041,0.000023,0.000066,0.420550,0.148026,-0.000026,0.000048,0.000072,0.420564,-0.000045,0.000027,0.000058,0.161168,0.000084,-0.000017,0.161172,-0.000066,0.161145
247_058,0.432591,0.151837,0.151798,0.000215,0.000114,-0.000075,0.432794,0.151849,0.000224,0.000277,-0.000023,0.432642,0.000086,0.000235,-0.000089,0.164231,-0.000062,0.000134,0.164237,0.000114,0.164216
247_059,0.441516,0.154189,0.154089,-0.000187,-0.000233,0.000212,0.441650,0.154216,-0.000210,-0.000189,0.000220,0.441536,-0.000230,-0.000192,0.000200,0.166390,0.000146,-0.000144,0.166398,-0.000142,0.166340
247_060,0.448416,0.155917,0.155946,-0.000648,-0.000520,0.000718,0.448221,0.155905,-0.000666,-0.000598,0.000518,0.448318,-0.000517,-0.000624,0.000716,0.168026,0.000399,-0.000389,0.168015,-0.000393,0.168039
247_061,0.457303,0.159877,0.159920,0.000170,-0.000127,-0.000027,0.457266,0.159896,0.000085,0.000190,0.000090,0.457366,-0.000079,0.000189,-0.000009,0.170601,0.000072,-0.000083,0.170611,-0.000058,0.170617
247_062,0.468034,0.163822,0.163736,0.000330,0.000061,-0.000193,0.468126,0.163858,0.000366,0.000499,0.000039,0.468077,-0.000029,0.000476,-0.000240,0.173509,0.000033,0.000048,0.173522,-0.000017,0.173466
247_063,0.476325,0.167457,0.167472,0.000378,0.000160,-0.000328,0.476318,0.167450,0.000355,0.000347,-0.000135,0.476353,0.000161,0.000380,-0.000318,0.175874,-0.000105,0.000126,0.175868,0.000126,0.175880
247_064,0.486938,0.170833,0.170834,0.000106,0.000030,-0.000057,0.486933,0.170820,0.000088,0.000082,-0.000073,0.486890,0.000028,0.000107,-0.000062,0.178624,-0.000072,0.000047,0.178614,0.000047,0.178628
247_065,0.495724,0.173415,0.173397,0.000160,0.000022,-0.000213,0.495717,0.173388,0.000134,0.000192,-0.000032,0.495633,-0.000014,0.000190,-0.000208,0.180681,-0.000048,0.000041,0.180664,0.000012,0.180669
247_066,0.507706,0.177991,0.177951,0.000280,0.000064,-0.000304,0.507788,0.177971,0.000266,0.000269,-0.000078,0.507769,0.000055,0.000295,-0.000320,0.183724,-0.000095,0.000094,0.183711,0.000085,0.183701
247_067,0.519162,0.181544,0.181545,0.000339,0.000078,-0.000255,0.519176,0.181521,0.000336,0.000372,-0.000049,0.519078,0.000052,0.000408,-0.000268,0.186416,-0.000042,0.000069,0.186402,0.000051,0.186436
247_068,0.528997,0.185062,0.185079,0.000115,-0.000049,-0.000066,0.528988,0.185060,0.000126,0.000130,0.000064,0.529004,-0.000051,0.000118,-0.000059,0.188894,0.000034,-0.000018,0.188890,-0.000018,0.188904
247_069,0.538939,0.188286,0.188273,-0.000010,-0.000229,0.000032,0.538944,0.188286,0.000013,0.000013,0.000237,0.538939,-0.000229,-0.000010,0.000032,0.191396,0.000126,-0.000119,0.191396,-0.000119,0.191394
247_070,0.552522,0.193513,0.193456,-0.000010,-0.000056,0.000012,0.552735,0.193526,0.000041,0.000126,0.000115,0.552455,-0.000128,0.000077,0.000032,0.195336,0.000069,-0.000020,0.195348,-0.000068,0.195307
247_071,0.565907,0.198414,0.198301,0.000547,0.000383,-0.000451,0.565921,0.198358,0.000592,0.000562,-0.000382,0.565712,0.000401,0.000477,-0.000393,0.198944,-0.000261,0.000274,0.198915,0.000293,0.198877
247_072,0.577215,0.202597,0.202507,0.000094,0.000009,-0.000106,0.577449,0.202635,0.000129,0.000203,0.000034,0.577282,-0.000072,0.000210,-0.000104,0.201798,0.000006,0.000028,0.201821,-0.000031,0.201750
247_073,0.586495,0.205570,0.205611,0.000294,0.000235,-0.000367,0.586583,0.205595,0.000308,0.000566,-0.000109,0.586647,0.000041,0.000548,-0.000366,0.203969,-0.000074,0.000173,0.203983,0.000029,0.203992
247_074,0.597368,0.209318,0.209216,0.000380,0.000182,-0.000215,0.597429,0.209331,0.000353,0.000386,-0.000163,0.597253,0.000181,0.000366,-0.000234,0.206714,-0.000115,0.000146,0.206720,0.000140,0.206649
247_075,0.611708,0.213875,0.213820,0.000055,0.000108,0.000033,0.611718,0.213886,0.000050,0.000103,-0.000052,0.611693,0.000081,0.000098,0.000040,0.210161,-0.000042,0.000083,0.210172,0.000065,0.210129
247_076,0.630078,0.220711,0.220725,-0.000356,0.000071,0.000404,0.630216,0.220730,-0.000268,-0.000118,0.000063,0.630204,-0.000034,-0.000163,0.000371,0.214957,0.000032,0.000071,0.214958,-0.000003,0.214957
247_077,0.643390,0.224913,0.224971,0.000035,0.000065,0.000095,0.643297,0.224930,0.000053,0.000044,-0.000065,0.643433,0.000064,0.000011,0.000100,0.217989,-0.000059,0.000071,0.218003,0.000068,0.218014
247_078,0.656433,0.230431,0.230499,-0.000126,-0.000000,0.000181,0.656269,0.230421,-0.000163,-0.000038,0.000077,0.656386,-0.000109,-0.000030,0.000186,0.221447,0.000048,0.000018,0.221447,-0.000066,0.221480
247_079,0.670676,0.236772,0.236672,0.000762,0.000395,-0.000629,0.670956,0.236802,0.000801,0.000971,-0.000319,0.670755,0.000310,0.000962,-0.000615,0.225147,-0.000224,0.000295,0.225161,0.000235,0.225100
247_080,0.682864,0.241272,0.241265,0.000544,0.000251,-0.000487,0.683033,0.241281,0.000536,0.000515,-0.000257,0.682855,0.000251,0.000546,-0.000518,0.228096,-0.000182,0.000180,0.228101,0.000181,0.228101
247_081,0.698543,0.246973,0.246857,-0.000238,-0.000005,0.000312,0.698816,0.246970,-0.000224,-0.000177,0.000052,0.698500,-0.000055,-0.000166,0.000317,0.232073,0.000067,-0.000017,0.232081,-0.000051,0.232025
247_082,0.712682,0.251965,0.251930,-0.000665,-0.000437,0.000767,0.712617,0.251888,-0.000664,-0.000663,0.000481,0.712526,-0.000450,-0.000637,0.000791,0.235116,0.000325,-0.000292,0.235062,-0.000296,0.235086
247_083,0.729369,0.259241,0.259197,0.000315,0.000117,-0.000130,0.729223,0.259199,0.000328,0.000337,-0.000061,0.729338,0.000118,0.000336,-0.000130,0.239213,-0.000065,0.000099,0.239176,0.000101,0.239151
247_084,0.743760,0.265613,0.265583,0.000183,0.000073,-0.000171,0.743693,0.265544,0.000173,0.000331,-0.000002,0.743606,-0.000023,0.000344,-0.000150,0.242746,0.000020,0.000026,0.242695,-0.000038,0.242734
247_085,0.758046,0.270943,0.270987,0.000175,0.000078,-0.000067,0.757695,0.270901,0.000272,0.000203,-0.000049,0.757910,0.000091,0.000161,-0.000044,0.245941,-0.000044,0.000049,0.245912,0.000047,0.245964
247_086,0.775985,0.279067,0.279079,0.000166,0.000189,-0.000148,0.775922,0.279077,0.000200,0.000306,-0.000161,0.775960,0.000144,0.000283,-0.000194,0.250839,-0.000101,0.000126,0.250849,0.000085,0.250838
247_087,0.792576,0.285213,0.285213,-0.000181,-0.000059,0.000196,0.792609,0.285216,-0.000170,-0.000105,0.000131,0.792578,-0.000112,-0.000085,0.000193,0.254306,0.000101,-0.000049,0.254310,-0.000083,0.254311
247_088,0.806987,0.291458,0.291412,0.000363,0.000148,-0.000294,0.807112,0.291450,0.000390,0.000408,-0.000091,0.806988,0.000128,0.000377,-0.000308,0.257686,-0.000028,0.000076,0.257673,0.000060,0.257651
247_089,0.824809,0.299180,0.299070,0.000428,0.000079,-0.000420,0.824816,0.299101,0.000420,0.000521,-0.000017,0.824497,0.000012,0.000538,-0.000421,0.261781,0.000029,0.000022,0.261738,-0.000025,0.261717
247_090,0.845752,0.308975,0.308913,0.000318,0.000100,-0.000152,0.845750,0.308967,0.000388,0.000403,-0.000049,0.845777,0.000051,0.000369,-0.000167,0.267844,0.000011,0.000033,0.267820,-0.000007,0.267808
247_091,0.863102,0.316339,0.316415,0.000481,0.000252,-0.000499,0.862941,0.316359,0.000542,0.000593,-0.000257,0.863201,0.000213,0.000538,-0.000519,0.272408,-0.000143,0.000146,0.272424,0.000112,0.272445
247_092,0.881869,0.324256,0.324160,0.000105,0.000190,-0.000056,0.881887,0.324212,0.000151,0.000120,-0.000164,0.881779,0.000196,0.000057,-0.000063,0.276735,-0.000094,0.000139,0.276705,0.000134,0.276680
247_093,0.906988,0.335599,0.335645,-0.000147,-0.000027,0.000178,0.906877,0.335573,-0.000193,-0.000125,0.000060,0.906955,-0.000064,-0.000098,0.000186,0.282148,0.000032,0.000004,0.282129,-0.000027,0.282167
247_094,0.927281,0.343669,0.343747,-0.000632,-0.000398,0.000739,0.927154,0.343630,-0.000671,-0.000596,0.000435,0.927219,-0.000436,-0.000563,0.000738,0.287399,0.000241,-0.000205,0.287363,-0.000221,0.287451
247_095,0.952205,0.355515,0.355512,-0.000521,-0.000137,0.000773,0.952283,0.355523,-0.000563,-0.000562,0.000250,0.952256,-0.000138,-0.000531,0.000766,0.293875,0.000115,-0.000023,0.293881,-0.000026,0.293882
247_096,0.978146,0.368431,0.368536,0.000038,0.000102,-0.000012,0.977939,0.368439,0.000060,0.000108,-0.000052,0.978323,0.000068,0.000075,0.000008,0.299967,-0.000043,0.000077,0.299960,0.000053,0.300018
247_097,1.000171,0.379150,0.379084,0.000302,0.000211,-0.000250,1.000446,0.379193,0.000349,0.000433,-0.000135,1.000313,0.000157,0.000440,-0.000272,0.304726,-0.000079,0.000122,0.304750,0.000094,0.304681
247_098,1.024695,0.390899,0.390891,-0.000197,-0.000192,0.000196,1.024799,0.390942,-0.000187,-0.000232,0.000171,1.024783,-0.000171,-0.000258,0.000192,0.310982,0.000106,-0.000113,0.311019,-0.000107,0.310976
247_099,1.054107,0.406299,0.406347,0.000194,0.000142,-0.000151,1.054530,0.406490,0.000278,0.000211,-0.000144,1.054678,0.000148,0.000217,-0.000234,0.317607,-0.000086,0.000075,0.317739,0.000084,0.317656
247_100,1.082777,0.422927,0.422916,0.000372,0.000254,-0.000300,1.082437,0.422812,0.000382,0.000463,-0.000181,1.082443,0.000208,0.000477,-0.000300,0.324555,-0.000087,0.000130,0.324485,0.000106,0.324544
110_001,0.012332,0.000771,0.000773,0.000009,0.000002,-0.000009,0.012298,0.000770,0.000011,0.000013,-0.000002,0.012315,0.000002,0.000011,-0.000010,0.000132,-0.000000,0.000001,0.000132,0.000001,0.000131
110_002,0.014967,0.001120,0.001120,-0.000005,0.000017,0.000005,0.014973,0.001120,-0.000005,-0.000005,-0.000017,0.014967,0.000017,-0.000005,0.000006,0.000190,-0.000002,0.000002,0.000190,0.000002,0.000190
110_003,0.018099,0.001355,0.001355,0.000001,0.000007,-0.000006,0.018146,0.001355,0.000010,0.000010,-0.000007,0.018082,0.000008,0.000003,-0.000007,0.000279,-0.000003,0.000003,0.000279,0.000004,0.000279
110_004,0.021068,0.001825,0.001823,0.000013,-0.000013,-0.000003,0.021059,0.001825,0.000009,0.000009,0.000013,0.021068,-0.000013,0.000013,-0.000003,0.000394,0.000005,-0.000002,0.000394,-0.000002,0.000393
110_005,0.024954,0.002403,0.002388,0.000021,0.000001,-0.000025,0.024991,0.002403,0.000033,0.000026,-0.000000,0.024970,0.000001,0.000025,-0.000023,0.000564,-0.000000,0.000001,0.000563,0.000001,0.000564
110_006,0.030334,0.002587,0.002588,-0.000020,0.000018,0.000025,0.030350,0.002587,-0.000023,-0.000020,-0.000017,0.030334,0.000017,-0.000020,0.000025,0.000740,-0.000002,0.000002,0.000739,0.000002,0.000741
110_007,0.032724,0.002988,0.002989,-0.000028,0.000019,0.000025,0.032696,0.002987,-0.000025,-0.000019,-0.000021,0.032707,0.000020,-0.000022,0.000027,0.000884,-0.000006,0.000007,0.000885,0.000006,0.000885
110_008,0.036205,0.003671,0.003671,0.000011,-0.000041,-0.000005,0.036179,0.003664,0.000009,0.000018,0.000046,0.036171,-0.000044,0.000017,-0.000003,0.001130,0.000011,-0.000009,0.001130,-0.000010,0.001127
110_009,0.038989,0.004154,0.004153,-0.000009,-0.000048,0.000017,0.039008,0.004155,-0.000007,-0.000007,0.000051,0.039025,-0.000051,0.000001,0.000004,0.001308,0.000012,-0.000010,0.001305,-0.000012,0.001307
110_010,0.042733,0.004414,0.004412,0.000010,-0.000038,0.000004,0.042722,0.004414,0.000003,0.000003,0.000042,0.042733,-0.000038,0.000010,0.000004,0.001516,0.000013,-0.000010,0.001516,-0.000010,0.001514
110_011,0.045023,0.004940,0.004936,-0.000050,-0.000031,0.000024,0.045011,0.004939,-0.000042,-0.000015,0.000036,0.045020,-0.000038,-0.000015,0.000041,0.001730,0.000011,-0.000007,0.001732,-0.000013,0.001729
110_012,0.048178,0.005547,0.005548,0.000000,0.000021,0.000004,0.048193,0.005546,0.000004,0.000004,-0.000023,0.048166,0.000020,0.000001,0.000005,0.002051,-0.000005,0.000007,0.002052,0.000007,0.002050
110_013,0.051392,0.006265,0.006258,-0.000008,-0.000027,0.000012,0.051407,0.006264,-0.000012,-0.000004,0.000029,0.051391,-0.000029,0.000001,0.000019,0.002391,0.000013,-0.000010,0.002393,-0.000013,0.002393
110_014,0.055168,0.006740,0.006738,0.000017,-0.000049,0.000005,0.055237,0.006747,0.000004,0.000010,0.000062,0.055228,-0.000046,0.000007,0.000007,0.002663,0.000027,-0.000024,0.002661,-0.000024,0.002666
110_015,0.058388,0.007368,0.007366,-0.000007,-0.000067,0.000013,0.058430,0.007372,0.000001,0.000005,0.000075,0.058422,-0.000068,-0.000002,0.000010,0.003042,0.000020,-0.000011,0.003041,-0.000013,0.003041
110_016,0.060921,0.008005,0.008001,-0.000025,-0.000053,0.000025,0.060951,0.008008,-0.000022,-0.000014,0.000056,0.060935,-0.000053,-0.000018,0.000026,0.003372,0.000019,-0.000015,0.003376,-0.000017,0.003375
110_017,0.063587,0.008607,0.008597,0.000049,0.000081,-0.000015,0.063559,0.008601,0.000043,0.000043,-0.000079,0.063544,0.000086,0.000052,-0.000025,0.003727,-0.000022,0.000029,0.003729,0.000028,0.003726
110_018,0.066453,0.009286,0.009281,-0.000064,0.000044,0.000082,0.066443,0.009269,-0.000073,-0.000053,-0.000036,0.066420,0.000039,-0.000047,0.000078,0.004155,-0.000001,0.000011,0.004146,0.000007,0.004155
110_019,0.069760,0.009725,0.009714,-0.000014,0.000076,0.000028,0.069862,0.009717,-0.000010,0.000013,-0.000060,0.069813,0.000060,0.000014,0.000014,0.004488,-0.000021,0.000029,0.004474,0.000020,0.004479
110_020,0.073128,0.010636,0.010621,0.000003,0.000040,0.000010,0.073159,0.010634,0.000012,0.000013,-0.000038,0.073112,0.000041,0.000015,-0.000004,0.005053,0.000004,0.000001,0.005055,-0.000001,0.005057
110_021,0.075740,0.011299,0.011293,-0.000004,-0.000052,0.000006,0.075810,0.011298,0.000003,-0.000010,0.000051,0.075728,-0.000051,0.000013,0.000018,0.005487,0.000016,-0.000012,0.005488,-0.000013,0.005493
110_022,0.079334,0.012259,0.012265,-0.000026,-0.000031,0.000025,0.079352,0.012259,-0.000025,-0.000025,0.000032,0.079334,-0.000031,-0.000026,0.000025,0.006175,0.000001,-0.000001,0.006175,-0.000001,0.006174
110_023,0.083204,0.013000,0.012998,-0.000018,-0.000001,0.000018,0.083115,0.012989,-0.000019,-0.000003,0.000003,0.083177,-0.000002,-0.000003,0.000019,0.006665,0.000003,-0.000000,0.006656,-0.000003,0.006660
