Row,C11,C21,C31,C41,C51,C61,C22,C32,C42,C52,C62,C33,C43,C53,C63,C44,C54,C64,C55,C65,C66
084_058,0.306711,0.131486,0.131588,0.004937,0.000688,-0.004822,0.306660,0.131468,0.004899,0.005084,-0.000664,0.306888,0.000633,0.005061,-0.004804,0.137623,-0.000606,0.000621,0.137614,0.000587,0.137688
084_059,0.317984,0.136000,0.135991,0.005201,0.000765,-0.005124,0.318020,0.136054,0.005191,0.005340,-0.000704,0.318033,0.000708,0.005354,-0.005165,0.141475,-0.000615,0.000664,0.141519,0.000609,0.141471
084_060,0.326670,0.139328,0.139309,0.004796,0.000804,-0.004737,0.326695,0.139343,0.004819,0.004855,-0.000773,0.326682,0.000803,0.004808,-0.004744,0.144506,-0.000710,0.000742,0.144517,0.000741,0.144489
084_061,0.335232,0.142572,0.142583,0.004955,0.000917,-0.004812,0.335149,0.142560,0.004923,0.004980,-0.000879,0.335236,0.000889,0.005003,-0.004798,0.147451,-0.000841,0.000882,0.147447,0.000861,0.147456
084_062,0.347293,0.147092,0.147083,0.005073,0.000922,-0.005026,0.347295,0.147098,0.005072,0.005098,-0.000918,0.347322,0.000919,0.005064,-0.005032,0.151269,-0.000893,0.000897,0.151274,0.000895,0.151259
084_063,0.357666,0.150908,0.150904,0.005179,0.000948,-0.005116,0.357692,0.150898,0.005193,0.005217,-0.000947,0.357617,0.000941,0.005205,-0.005126,0.154560,-0.000806,0.000800,0.154559,0.000797,0.154572
084_064,0.367026,0.154241,0.154515,0.004863,0.000875,-0.004607,0.366714,0.154268,0.004850,0.004870,-0.000874,0.367026,0.000868,0.004925,-0.004607,0.157384,-0.000672,0.000705,0.157407,0.000690,0.157529
084_065,0.378753,0.158738,0.158809,0.005160,0.001072,-0.005100,0.378666,0.158631,0.005212,0.005389,-0.001040,0.378739,0.001018,0.005434,-0.005104,0.161052,-0.000913,0.000944,0.160974,0.000888,0.161087
084_066,0.390461,0.163084,0.163056,0.005073,0.001098,-0.005061,0.390468,0.163093,0.005093,0.005154,-0.001080,0.390428,0.001069,0.005134,-0.005056,0.164736,-0.001028,0.001040,0.164747,0.001013,0.164714
084_067,0.402693,0.167332,0.167351,0.004776,0.001181,-0.004695,0.402669,0.167314,0.004784,0.004796,-0.001187,0.402677,0.001180,0.004800,-0.004675,0.168307,-0.000959,0.000957,0.168294,0.000954,0.168311
084_068,0.413915,0.171567,0.171463,0.005035,0.001191,-0.004900,0.414001,0.171573,0.005023,0.005109,-0.001168,0.413833,0.001157,0.005113,-0.004906,0.171627,-0.000875,0.000909,0.171643,0.000877,0.171581
084_069,0.426622,0.176227,0.176298,0.005766,0.001278,-0.005749,0.426484,0.176255,0.005742,0.005894,-0.001252,0.426735,0.001222,0.005955,-0.005744,0.175299,-0.000921,0.000945,0.175316,0.000898,0.175332
084_070,0.439925,0.181167,0.181212,0.005491,0.001112,-0.005451,0.439791,0.181122,0.005494,0.005528,-0.001105,0.439925,0.001105,0.005530,-0.005461,0.179049,-0.000853,0.000866,0.179024,0.000857,0.179077
084_071,0.452194,0.185653,0.185555,0.005257,0.001233,-0.005088,0.452310,0.185654,0.005234,0.005266,-0.001235,0.452203,0.001235,0.005254,-0.005093,0.182688,-0.000988,0.000997,0.182687,0.000998,0.182633
084_072,0.463131,0.189655,0.189741,0.005252,0.001287,-0.005072,0.462933,0.189623,0.005251,0.005315,-0.001255,0.463097,0.001256,0.005318,-0.005036,0.185651,-0.000987,0.001025,0.185631,0.000991,0.185696
084_073,0.476631,0.194713,0.194744,0.005802,0.001215,-0.005811,0.476633,0.194723,0.005829,0.005815,-0.001202,0.476752,0.001193,0.005828,-0.005790,0.189377,-0.000981,0.000987,0.189378,0.000971,0.189391
084_074,0.490557,0.199857,0.199761,0.006523,0.001353,-0.006424,0.490766,0.199904,0.006542,0.006608,-0.001333,0.490678,0.001342,0.006608,-0.006405,0.193255,-0.000996,0.001034,0.193287,0.001015,0.193204
084_075,0.504833,0.205195,0.205125,0.005194,0.001150,-0.005207,0.504907,0.205136,0.005204,0.005389,-0.001101,0.504858,0.001071,0.005430,-0.005193,0.197045,-0.000787,0.000841,0.197030,0.000765,0.197020
084_076,0.518310,0.210353,0.210195,0.005179,0.001042,-0.004982,0.518602,0.210338,0.005225,0.005283,-0.000996,0.518277,0.001019,0.005239,-0.004979,0.200833,-0.000774,0.000817,0.200823,0.000791,0.200757
084_077,0.532721,0.215870,0.215794,0.005355,0.001275,-0.005298,0.532717,0.215846,0.005379,0.005433,-0.001248,0.532686,0.001241,0.005421,-0.005287,0.204695,-0.000996,0.001023,0.204684,0.000995,0.204653
084_078,0.547156,0.220833,0.220865,0.005689,0.001452,-0.005615,0.547140,0.220832,0.005688,0.005690,-0.001424,0.547181,0.001439,0.005720,-0.005608,0.208162,-0.001073,0.001099,0.208162,0.001082,0.208173
084_079,0.563132,0.226608,0.226865,0.005564,0.001453,-0.005416,0.562895,0.226650,0.005602,0.005659,-0.001426,0.563266,0.001417,0.005672,-0.005422,0.212233,-0.000937,0.000962,0.212262,0.000937,0.212380
084_080,0.580570,0.233169,0.233199,0.006121,0.001607,-0.005963,0.580469,0.233236,0.006080,0.006143,-0.001620,0.580749,0.001587,0.006202,-0.005979,0.216550,-0.001118,0.001112,0.216580,0.001088,0.216565
084_081,0.598155,0.239825,0.239777,0.005674,0.001589,-0.005625,0.598410,0.239854,0.005690,0.005736,-0.001560,0.598192,0.001549,0.005775,-0.005618,0.221065,-0.001162,0.001188,0.221080,0.001153,0.221036
084_082,0.615890,0.246643,0.246626,0.005448,0.001723,-0.005381,0.615997,0.246699,0.005466,0.005565,-0.001709,0.616013,0.001703,0.005561,-0.005395,0.225439,-0.001280,0.001297,0.225453,0.001276,0.225434
084_083,0.635927,0.253959,0.253751,0.005931,0.001814,-0.005645,0.636259,0.253957,0.005936,0.005914,-0.001764,0.635963,0.001800,0.005976,-0.005632,0.230018,-0.001245,0.001290,0.230017,0.001278,0.229916
084_084,0.651017,0.259071,0.259057,0.006300,0.001691,-0.005942,0.650965,0.259080,0.006223,0.006314,-0.001645,0.651115,0.001685,0.006331,-0.005960,0.233421,-0.001109,0.001154,0.233413,0.001145,0.233427
084_085,0.668194,0.265432,0.265394,0.006409,0.001567,-0.005925,0.668157,0.265444,0.006312,0.006429,-0.001446,0.668257,0.001512,0.006470,-0.005928,0.237369,-0.000993,0.001099,0.237373,0.001048,0.237332
084_086,0.688285,0.273401,0.273373,0.005148,0.001535,-0.005099,0.688271,0.273385,0.005101,0.005219,-0.001490,0.688242,0.001497,0.005224,-0.005059,0.242255,-0.001035,0.001075,0.242250,0.001043,0.242243
084_087,0.705986,0.279720,0.279775,0.005760,0.001610,-0.005715,0.705877,0.279746,0.005749,0.005807,-0.001541,0.706085,0.001580,0.005831,-0.005709,0.246143,-0.001134,0.001192,0.246158,0.001170,0.246177
084_088,0.726136,0.287292,0.287327,0.006087,0.001384,-0.005996,0.726339,0.287422,0.006010,0.006322,-0.001303,0.726678,0.001305,0.006229,-0.005892,0.250574,-0.000868,0.000945,0.250633,0.000876,0.250581
084_089,0.742834,0.294060,0.294060,0.005561,0.001375,-0.005394,0.742679,0.294126,0.005450,0.005764,-0.001201,0.742975,0.001277,0.005792,-0.005368,0.254432,-0.000759,0.000902,0.254467,0.000824,0.254411
084_090,0.763693,0.302565,0.302566,0.005304,0.001349,-0.005227,0.763863,0.302643,0.005313,0.005420,-0.001283,0.763883,0.001354,0.005398,-0.005235,0.259297,-0.000829,0.000886,0.259338,0.000888,0.259291
084_091,0.785878,0.311362,0.311289,0.005714,0.001483,-0.005568,0.785827,0.311364,0.005739,0.005821,-0.001349,0.785708,0.001452,0.005785,-0.005527,0.264497,-0.000920,0.001020,0.264508,0.000990,0.264470
084_092,0.807174,0.319501,0.319492,0.005116,0.001212,-0.004907,0.807091,0.319501,0.005111,0.005148,-0.001174,0.807162,0.001199,0.005135,-0.004905,0.268921,-0.000810,0.000838,0.268925,0.000826,0.268913
084_093,0.827181,0.327343,0.327265,0.004360,0.001156,-0.004378,0.827326,0.327470,0.004376,0.004711,-0.001042,0.827449,0.001022,0.004705,-0.004269,0.273151,-0.000703,0.000802,0.273226,0.000682,0.273116
084_094,0.852539,0.337651,0.337541,0.004953,0.001360,-0.004840,0.852541,0.337576,0.004948,0.005029,-0.001346,0.852438,0.001341,0.005024,-0.004839,0.278470,-0.000877,0.000901,0.278433,0.000878,0.278419
084_095,0.879749,0.349029,0.349037,0.005120,0.001534,-0.005017,0.879910,0.349093,0.005014,0.005255,-0.001398,0.879862,0.001448,0.005280,-0.004998,0.284370,-0.000873,0.000979,0.284406,0.000906,0.284368
084_096,0.903308,0.358349,0.358323,0.003501,0.000953,-0.003450,0.902984,0.358250,0.003570,0.003640,-0.000907,0.902985,0.000898,0.003602,-0.003443,0.288947,-0.000592,0.000632,0.288900,0.000594,0.288924
084_097,0.931171,0.370182,0.370157,0.004379,0.001182,-0.004006,0.930885,0.370105,0.004312,0.004418,-0.001072,0.930999,0.001156,0.004460,-0.004013,0.294848,-0.000672,0.000754,0.294810,0.000729,0.294834
084_098,0.952309,0.379367,0.379478,0.003916,0.001172,-0.003806,0.951991,0.379367,0.003885,0.003885,-0.001130,0.952309,0.001172,0.003916,-0.003806,0.299211,-0.000628,0.000657,0.299211,0.000657,0.299260
084_099,0.975775,0.389888,0.389993,0.003002,0.000789,-0.002667,0.975543,0.389883,0.002945,0.002979,-0.000658,0.975800,0.000771,0.003005,-0.002654,0.304186,-0.000390,0.000477,0.304174,0.000460,0.304232
084_100,1.007288,0.404927,0.404950,0.002077,0.000542,-0.001985,1.007454,0.405001,0.002060,0.002152,-0.000462,1.007553,0.000513,0.002184,-0.001964,0.310934,-0.000237,0.000293,0.310958,0.000267,0.310952
163_001,0.018863,0.010655,0.010670,0.000063,-0.000006,-0.000003,0.018882,0.010651,0.000086,0.000078,0.000029,0.018870,0.000002,0.000094,-0.000017,0.003076,0.000005,0.000006,0.003069,-0.000003,0.003098
163_002,0.022751,0.012442,0.012422,0.000172,0.000023,-0.000021,0.022695,0.012416,0.000105,0.000117,-0.000018,0.022677,0.000042,0.000075,-0.000082,0.004083,-0.000014,0.000012,0.004078,0.000005,0.004075
163_003,0.026887,0.014321,0.014332,-0.000152,-0.000034,0.000185,0.026881,0.014326,-0.000145,-0.000161,0.000038,0.026918,-0.000022,-0.000169,0.000212,0.005176,-0.000018,0.000014,0.005178,-0.000000,0.005179
163_004,0.030939,0.015984,0.015989,0.000116,0.000045,-0.000038,0.030901,0.015977,0.000068,0.000121,-0.000056,0.030909,0.000064,0.000067,-0.000067,0.006335,0.000017,-0.000018,0.006332,-0.000017,0.006336
163_005,0.035616,0.017886,0.017839,0.000094,0.000008,-0.000022,0.035701,0.017870,0.000011,0.000123,-0.000006,0.035632,-0.000002,0.000060,-0.000080,0.007723,-0.000019,0.000020,0.007717,0.000024,0.007719
163_006,0.040124,0.019548,0.019529,0.000120,-0.000063,-0.000072,0.040089,0.019545,0.000178,0.000135,0.000036,0.040083,-0.000072,0.000185,0.000009,0.009054,-0.000041,0.000043,0.009058,0.000055,0.009053
163_007,0.045837,0.021659,0.021708,-0.000010,-0.000073,0.000059,0.045821,0.021688,0.000005,-0.000008,0.000069,0.045826,-0.000070,0.000015,0.000071,0.010876,-0.000032,0.000041,0.010895,0.000024,0.010892
163_008,0.050931,0.023523,0.023447,-0.000152,-0.000088,0.000165,0.050959,0.023487,-0.000105,-0.000160,0.000057,0.050854,-0.000079,-0.000095,0.000224,0.012527,-0.000012,0.000014,0.012514,0.000021,0.012499
163_009,0.056315,0.025388,0.025320,-0.000107,0.000016,0.000272,0.056318,0.025351,-0.000208,-0.000080,-0.000025,0.056230,0.000037,-0.000157,0.000215,0.014252,0.000045,-0.000059,0.014253,-0.000032,0.014230
163_010,0.061875,0.027165,0.027142,0.000132,0.000033,-0.000002,0.061801,0.027129,0.000066,0.000175,-0.000056,0.061796,0.000040,0.000111,-0.000034,0.016124,-0.000095,0.000090,0.016103,0.000097,0.016110
163_011,0.067111,0.028908,0.028886,0.000192,0.000045,-0.000169,0.067113,0.028880,0.000206,0.000243,-0.000051,0.067129,0.000055,0.000249,-0.000169,0.017926,-0.000071,0.000070,0.017908,0.000066,0.017915
163_012,0.073146,0.030878,0.030836,0.000304,-0.000002,-0.000225,0.073142,0.030871,0.000259,0.000342,-0.000003,0.073127,0.000002,0.000304,-0.000257,0.020021,0.000008,0.000004,0.020023,-0.000002,0.020007
163_013,0.078710,0.032804,0.032780,0.000138,0.000050,-0.000242,0.078722,0.032782,0.000272,0.000235,-0.000056,0.078773,0.000044,0.000362,-0.000091,0.021959,-0.000010,0.000028,0.021931,0.000016,0.021946
163_014,0.084434,0.034696,0.034644,0.000051,-0.000098,0.000001,0.084451,0.034699,0.000065,0.000034,0.000096,0.084397,-0.000111,0.000038,0.000011,0.024003,0.000040,-0.000032,0.024005,-0.000036,0.023962
163_015,0.090600,0.036584,0.036568,-0.000203,-0.000036,0.000175,0.090702,0.036621,-0.000102,-0.000148,0.000049,0.090631,-0.000045,-0.000087,0.000232,0.026131,0.000051,-0.000022,0.026177,-0.000039,0.026156
163_016,0.097277,0.038731,0.038795,-0.000066,-0.000005,0.000039,0.097236,0.038756,-0.000024,-0.000017,-0.000026,0.097236,-0.000001,0.000018,0.000088,0.028613,0.000008,-0.000001,0.028626,-0.000015,0.028654
163_017,0.103093,0.040697,0.040597,0.000054,0.000128,0.000162,0.103083,0.040694,0.000054,0.000114,-0.000182,0.102936,0.000109,0.000052,0.000089,0.030737,-0.000077,0.000113,0.030740,0.000088,0.030716
163_018,0.110545,0.042881,0.042940,0.000149,0.000035,-0.000044,0.110442,0.042870,0.000153,0.000175,-0.000059,0.110508,0.000062,0.000154,-0.000039,0.033356,0.000003,0.000006,0.033346,-0.000004,0.033353
163_019,0.117032,0.044937,0.044858,0.000166,0.000046,-0.000106,0.117045,0.044888,0.000203,0.000208,-0.000064,0.116986,0.000044,0.000184,-0.000035,0.035735,-0.000012,0.000042,0.035706,0.000012,0.035670
163_020,0.123901,0.047135,0.047168,-0.000061,0.000057,0.000116,0.123945,0.047174,-0.000042,-0.000016,-0.000063,0.123945,0.000031,0.000000,0.000136,0.038297,0.000024,0.000011,0.038314,-0.000024,0.038311
163_021,0.131682,0.049687,0.049500,0.000055,-0.000094,0.000036,0.131753,0.049619,0.000056,0.000151,0.000080,0.131543,-0.000118,0.000147,0.000056,0.041165,0.000107,-0.000032,0.041111,-0.000089,0.041052
163_022,0.138212,0.051564,0.051508,0.000294,-0.000167,-0.000121,0.138321,0.051473,0.000300,0.000306,0.000141,0.138315,-0.000142,0.000352,-0.000072,0.043464,-0.000035,0.000083,0.043387,0.000060,0.043410
163_023,0.146582,0.054206,0.053999,0.000169,-0.000043,-0.000121,0.146693,0.054130,0.000280,0.000280,0.000060,0.146549,-0.000089,0.000452,0.000015,0.046679,-0.000079,0.000132,0.046617,0.000098,0.046577
163_024,0.154028,0.056478,0.056533,-0.000051,-0.000056,0.000036,0.153945,0.056499,0.000012,0.000004,0.000033,0.153974,-0.000082,0.000025,0.000060,0.049265,-0.000090,0.000114,0.049326,0.000088,0.049316
163_025,0.161697,0.058889,0.058962,-0.000078,-0.000100,0.000285,0.161551,0.058883,-0.000252,-0.000042,0.000098,0.161639,-0.000106,-0.000219,0.000101,0.052010,0.000015,-0.000002,0.052009,-0.000018,0.052041
163_026,0.170389,0.061719,0.061766,-0.000226,0.000031,0.000377,0.170241,0.061652,-0.000242,-0.000229,-0.000012,0.170255,0.000018,-0.000258,0.000330,0.055292,-0.000027,0.000039,0.055188,0.000049,0.055265
163_027,0.178677,0.064496,0.064472,-0.000039,0.000133,0.000375,0.178870,0.064522,-0.000230,0.000163,-0.000083,0.178788,0.000085,-0.000050,0.000070,0.058306,-0.000032,0.000075,0.058342,0.000022,0.058283
163_028,0.186458,0.067052,0.066935,0.000058,-0.000001,0.000369,0.186506,0.066946,-0.000211,0.000151,0.000026,0.186387,-0.000037,-0.000076,0.000071,0.061076,-0.000023,0.000063,0.061024,0.000024,0.061016
163_029,0.195466,0.069983,0.069988,0.000269,0.000024,-0.000014,0.195517,0.069926,0.000110,0.000372,-0.000019,0.195641,0.000022,0.000318,-0.000132,0.064444,-0.000056,0.000112,0.064411,0.000083,0.064444
163_030,0.203950,0.072666,0.072631,-0.000096,-0.000007,0.000153,0.203977,0.072659,-0.000103,-0.000084,0.000005,0.203967,-0.000010,-0.000097,0.000136,0.067418,-0.000011,0.000017,0.067426,0.000014,0.067398
163_031,0.212569,0.075596,0.075487,-0.000003,-0.000125,-0.000017,0.212805,0.075576,0.000126,0.000059,0.000127,0.212605,-0.000160,0.000160,0.000100,0.070530,-0.000055,0.000082,0.070530,0.000060,0.070504
163_032,0.222630,0.078922,0.078977,-0.000128,-0.000158,0.000158,0.222595,0.078909,0.000116,-0.000015,0.000135,0.222559,-0.000194,0.000255,0.000390,0.074110,-0.000036,0.000075,0.074085,0.000027,0.074121
163_033,0.232114,0.082061,0.082079,0.000280,0.000125,0.000002,0.232155,0.082093,0.000204,0.000343,-0.000116,0.232210,0.000108,0.000274,-0.000120,0.077542,-0.000121,0.000147,0.077551,0.000123,0.077535
163_034,0.241468,0.085156,0.085249,0.000247,-0.000040,-0.000053,0.241397,0.085152,0.000311,0.000287,0.000045,0.241618,-0.000044,0.000424,-0.000068,0.080822,0.000025,0.000008,0.080823,-0.000002,0.080838
163_035,0.252313,0.089043,0.088999,0.000377,0.000122,-0.000157,0.252394,0.089027,0.000340,0.000413,-0.000140,0.252275,0.000140,0.000349,-0.000269,0.084764,-0.000060,0.000059,0.084742,0.000064,0.084702
163_036,0.262285,0.092484,0.092464,0.000320,0.000105,-0.000131,0.262329,0.092446,0.000290,0.000419,-0.000117,0.262386,0.000102,0.000340,-0.000163,0.088408,-0.000066,0.000117,0.088338,0.000089,0.088312
163_037,0.273160,0.096274,0.096225,0.000078,-0.000016,0.000051,0.273306,0.096276,0.000060,0.000203,0.000020,0.273174,-0.000032,0.000111,0.000025,0.092129,-0.000058,0.000076,0.092120,0.000047,0.092092
163_038,0.283589,0.100081,0.100014,-0.000088,-0.000120,0.000148,0.283724,0.100084,0.000009,-0.000073,0.000148,0.283666,-0.000113,0.000033,0.000216,0.095778,0.000036,-0.000006,0.095776,-0.000002,0.095744
163_039,0.295168,0.104327,0.104310,0.000241,0.000008,0.000117,0.295184,0.104331,0.000024,0.000240,0.000012,0.295184,0.000015,0.000081,-0.000045,0.099805,-0.000034,0.000073,0.099806,0.000085,0.099793
163_040,0.306285,0.108343,0.108333,0.000508,0.000196,-0.000384,0.306441,0.108347,0.000564,0.000578,-0.000156,0.306461,0.000201,0.000713,-0.000335,0.103733,-0.000079,0.000138,0.103737,0.000122,0.103711
163_041,0.319609,0.113055,0.113003,0.000381,0.000286,-0.000184,0.319492,0.112984,0.000263,0.000422,-0.000232,0.319459,0.000252,0.000316,-0.000343,0.108096,-0.000162,0.000198,0.108066,0.000178,0.108081
163_042,0.331325,0.117605,0.117666,0.000524,0.000255,-0.000283,0.331233,0.117626,0.000481,0.000616,-0.000225,0.331350,0.000248,0.000541,-0.000432,0.112145,-0.000174,0.000213,0.112190,0.000172,0.112191
163_043,0.343779,0.122586,0.122577,0.000252,0.000207,-0.000662,0.343843,0.122626,0.000796,0.000307,-0.000201,0.343818,0.000202,0.000849,-0.000171,0.116369,-0.000186,0.000185,0.116394,0.000179,0.116380
163_044,0.358197,0.128326,0.128364,0.000228,0.000123,-0.000019,0.358289,0.128415,0.000234,0.000203,-0.000101,0.358406,0.000166,0.000278,-0.000030,0.121154,-0.000118,0.000135,0.121240,0.000151,0.121191
163_045,0.372119,0.134037,0.134057,0.000187,0.000026,-0.000001,0.372034,0.134013,0.000056,0.000374,-0.000025,0.372019,-0.000001,0.000126,-0.000143,0.125830,-0.000129,0.000144,0.125813,0.000109,0.125852
163_046,0.382789,0.137914,0.137962,-0.000094,-0.000126,0.000071,0.382732,0.137937,-0.000043,-0.000021,0.000150,0.382888,-0.000147,0.000016,0.000170,0.129232,0.000022,0.000002,0.129252,-0.000022,0.129299
163_047,0.392656,0.142001,0.142011,-0.000206,-0.000209,-0.000033,0.392596,0.141985,0.000069,-0.000161,0.000226,0.392635,-0.000228,0.000100,0.000207,0.132748,0.000053,-0.000029,0.132725,-0.000050,0.132744
163_048,0.402849,0.146089,0.146038,-0.000464,-0.000387,0.000461,0.403046,0.146075,-0.000433,-0.000388,0.000413,0.402964,-0.000417,-0.000391,0.000504,0.136320,0.000204,-0.000165,0.136289,-0.000196,0.136262
163_049,0.413728,0.149847,0.149858,-0.000368,-0.000308,0.000407,0.413502,0.149725,-0.000434,-0.000329,0.000296,0.413553,-0.000366,-0.000363,0.000410,0.139708,0.000124,-0.000115,0.139577,-0.000164,0.139677
163_050,0.423403,0.153761,0.153766,-0.000322,-0.000214,0.000484,0.423403,0.153736,-0.000416,-0.000300,0.000247,0.423423,-0.000227,-0.000374,0.000369,0.142975,0.000114,-0.000081,0.142936,-0.000098,0.142981
163_051,0.433206,0.157440,0.157438,-0.000304,-0.000256,0.000589,0.433181,0.157433,-0.000598,-0.000261,0.000289,0.433188,-0.000268,-0.000526,0.000354,0.146174,0.000199,-0.000163,0.146180,-0.000177,0.146172
163_052,0.443387,0.161415,0.161459,-0.000204,-0.000256,0.000433,0.443342,0.161446,-0.000397,-0.000222,0.000246,0.443415,-0.000234,-0.000425,0.000250,0.149581,0.000139,-0.000137,0.149617,-0.000126,0.149634
163_053,0.452184,0.164819,0.164812,-0.000776,-0.000402,0.000729,0.452241,0.164810,-0.000699,-0.000789,0.000393,0.452249,-0.000377,-0.000671,0.000807,0.152526,0.000217,-0.000218,0.152514,-0.000200,0.152524
163_054,0.462769,0.168587,0.168600,-0.000561,-0.000260,0.000344,0.462777,0.168625,-0.000279,-0.000557,0.000272,0.462888,-0.000261,-0.000304,0.000631,0.155642,0.000223,-0.000199,0.155692,-0.000212,0.155632
163_055,0.472647,0.172428,0.172495,-0.000510,-0.000278,0.000583,0.472459,0.172422,-0.000441,-0.000471,0.000290,0.472574,-0.000314,-0.000400,0.000594,0.158934,0.000201,-0.000174,0.158934,-0.000213,0.158951
163_056,0.482624,0.176383,0.176449,-0.000353,-0.000108,0.000519,0.482428,0.176371,-0.000332,-0.000340,0.000140,0.482556,-0.000125,-0.000296,0.000453,0.162131,0.000138,-0.000106,0.162121,-0.000128,0.162178
163_057,0.491985,0.179877,0.179931,-0.000348,-0.000146,0.000226,0.491863,0.179870,-0.000062,-0.000274,0.000195,0.491922,-0.000174,0.000060,0.000424,0.165120,0.000109,-0.000060,0.165129,-0.000089,0.165144
163_058,0.502615,0.183971,0.183988,-0.000491,-0.000157,0.000333,0.502559,0.183962,-0.000242,-0.000455,0.000179,0.502737,-0.000184,-0.000163,0.000533,0.168361,0.000158,-0.000137,0.168341,-0.000166,0.168364
163_059,0.510804,0.187035,0.187170,-0.000490,-0.000094,0.000404,0.510549,0.187039,-0.000295,-0.000436,0.000119,0.510861,-0.000114,-0.000226,0.000622,0.170938,0.000140,-0.000114,0.170932,-0.000131,0.170976
163_060,0.521231,0.191063,0.191110,-0.000449,-0.000115,0.000382,0.521163,0.191062,-0.000438,-0.000374,0.000119,0.521187,-0.000172,-0.000333,0.000393,0.174183,0.000128,-0.000101,0.174172,-0.000146,0.174205
163_061,0.531732,0.195279,0.195272,-0.000492,-0.000162,0.000536,0.531635,0.195228,-0.000538,-0.000387,0.000149,0.531601,-0.000184,-0.000447,0.000460,0.177511,0.000163,-0.000162,0.177456,-0.000189,0.177488
163_062,0.542281,0.199260,0.199243,-0.000504,-0.000076,0.000456,0.542217,0.199223,-0.000434,-0.000484,0.000067,0.542264,-0.000073,-0.000420,0.000530,0.180755,0.000132,-0.000125,0.180706,-0.000115,0.180742
163_063,0.552293,0.203288,0.203227,-0.000224,0.000020,0.000278,0.552487,0.203327,-0.000075,-0.000192,0.000028,0.552458,0.000011,-0.000028,0.000369,0.183862,0.000136,-0.000084,0.183892,-0.000104,0.183821
163_064,0.561755,0.206876,0.206826,-0.000210,0.000118,0.000215,0.561946,0.206910,-0.000076,-0.000193,-0.000096,0.561843,0.000113,-0.000102,0.000305,0.186676,0.000053,-0.000023,0.186701,-0.000032,0.186644
163_065,0.571610,0.210722,0.210714,-0.000129,0.000116,0.000070,0.571521,0.210711,0.000028,-0.000154,-0.000084,0.571624,0.000150,0.000007,0.000248,0.189684,0.000069,-0.000038,0.189661,-0.000017,0.189674
163_066,0.582319,0.214743,0.214796,-0.000098,0.000237,-0.000161,0.582260,0.214765,0.000223,-0.000040,-0.000202,0.582412,0.000219,0.000350,0.000136,0.192848,-0.000053,0.000085,0.192864,0.000071,0.192877
163_067,0.591929,0.218608,0.218642,-0.000429,0.000176,-0.000167,0.591911,0.218636,0.000205,-0.000329,-0.000147,0.592060,0.000131,0.000282,0.000463,0.195783,0.000056,-0.000018,0.195783,-0.000057,0.195778
163_068,0.601526,0.222451,0.222489,-0.000347,0.000181,-0.000110,0.601510,0.222554,0.000243,-0.000246,-0.000130,0.601679,0.000165,0.000332,0.000490,0.198600,0.000020,0.000023,0.198671,0.000010,0.198615
163_069,0.613101,0.227131,0.227177,-0.000271,0.000170,0.000032,0.613106,0.227207,0.000108,-0.000184,-0.000160,0.613071,0.000176,0.000171,0.000340,0.202081,0.000004,-0.000008,0.202153,0.000002,0.202127
163_070,0.624623,0.231507,0.231493,0.000158,0.000162,-0.000224,0.624644,0.231519,0.000390,0.000237,-0.000139,0.624340,0.000148,0.000461,-0.000007,0.205285,0.000052,-0.000047,0.205318,-0.000061,0.205281
163_071,0.635146,0.235889,0.235904,0.000171,0.000120,-0.000133,0.635313,0.235975,0.000275,0.000299,-0.000046,0.635405,0.000071,0.000358,-0.000016,0.208450,0.000123,-0.000053,0.208522,-0.000100,0.208481
163_072,0.646289,0.240377,0.240341,0.000102,0.000129,0.000085,0.646460,0.240430,-0.000008,0.000223,-0.000035,0.646390,0.000025,0.000156,0.000009,0.211689,0.000134,-0.000048,0.211742,-0.000116,0.211689
163_073,0.657039,0.244855,0.244798,-0.000082,-0.000010,0.000335,0.657142,0.244817,-0.000238,-0.000022,0.000067,0.656862,-0.000041,-0.000108,0.000205,0.214821,0.000159,-0.000101,0.214793,-0.000121,0.214799
163_074,0.669564,0.249939,0.249825,-0.000049,-0.000065,0.000243,0.669635,0.249897,-0.000189,0.000057,0.000095,0.669438,-0.000102,-0.000061,0.000124,0.218366,0.000166,-0.000123,0.218341,-0.000150,0.218313
163_075,0.681630,0.254698,0.254625,0.000155,0.000072,-0.000002,0.681868,0.254658,0.000129,0.000191,-0.000017,0.681620,0.000043,0.000184,0.000007,0.221627,0.000100,-0.000060,0.221610,-0.000083,0.221606
163_076,0.693568,0.259833,0.259812,-0.000160,-0.000021,-0.000207,0.693566,0.259821,0.000314,-0.000049,0.000036,0.693486,-0.000063,0.000385,0.000225,0.225045,0.000101,-0.000086,0.225041,-0.000116,0.225063
163_077,0.704992,0.264678,0.264687,-0.000050,0.000013,-0.000170,0.704826,0.264675,0.000290,0.000009,-0.000010,0.704859,0.000019,0.000291,0.000147,0.228291,0.000052,-0.000040,0.228300,-0.000045,0.228284
163_078,0.718578,0.270082,0.270104,-0.000248,-0.000096,-0.000086,0.718345,0.270055,0.000165,-0.000053,0.000174,0.718556,-0.000175,0.000263,0.000279,0.231825,0.000241,-0.000189,0.231788,-0.000256,0.231839
163_079,0.732266,0.276607,0.276509,0.000463,-0.000003,-0.000071,0.732217,0.276542,0.000180,0.000608,0.000095,0.732005,-0.000076,0.000329,-0.000357,0.235940,0.000132,-0.000060,0.235890,-0.000126,0.235873
