Row,C11,C21,C31,C41,C51,C61,C22,C32,C42,C52,C62,C33,C43,C53,C63,C44,C54,C64,C55,C65,C66
229_093,0.662433,0.210752,0.210752,-0.000078,0.000159,0.000078,0.662433,0.210752,-0.000078,-0.000078,-0.000159,0.662433,0.000159,-0.000078,0.000078,0.185743,-0.000212,0.000212,0.185743,0.000212,0.185743
229_094,0.672686,0.215735,0.215734,-0.000138,0.000176,0.000154,0.672614,0.215720,-0.000147,-0.000157,-0.000188,0.672612,0.000189,-0.000156,0.000154,0.188963,-0.000264,0.000250,0.188950,0.000262,0.188958
229_095,0.689659,0.224164,0.224138,0.000126,0.000324,-0.000127,0.689524,0.224111,0.000109,0.000168,-0.000329,0.689390,0.000334,0.000149,-0.000126,0.194628,-0.000343,0.000332,0.194586,0.000351,0.194608
229_096,0.700507,0.229855,0.229855,-0.000186,0.000213,0.000186,0.700507,0.229855,-0.000186,-0.000186,-0.000213,0.700507,0.000213,-0.000186,0.000186,0.198408,-0.000303,0.000303,0.198408,0.000303,0.198408
229_097,0.712311,0.235973,0.235973,0.000265,0.000400,-0.000265,0.712311,0.235973,0.000265,0.000265,-0.000400,0.712311,0.000400,0.000265,-0.000265,0.202267,-0.000332,0.000332,0.202267,0.000332,0.202267
229_098,0.726064,0.242592,0.242603,-0.000040,0.000209,0.000015,0.726040,0.242592,-0.000035,-0.000035,-0.000213,0.726064,0.000209,-0.000040,0.000015,0.206318,-0.000228,0.000229,0.206318,0.000229,0.206331
229_099,0.740938,0.250432,0.250422,-0.000031,-0.000199,0.000061,0.741008,0.250432,-0.000039,-0.000039,0.000208,0.740938,-0.000199,-0.000031,0.000061,0.211016,0.000254,-0.000251,0.211016,-0.000251,0.211024
229_100,0.754828,0.257701,0.257727,-0.000184,-0.000459,0.000182,0.754768,0.257708,-0.000191,-0.000191,0.000475,0.754870,-0.000465,-0.000187,0.000177,0.215245,0.000448,-0.000425,0.215249,-0.000432,0.215251
173_001,0.075477,0.041139,0.041135,0.000212,0.000152,-0.000098,0.075540,0.041147,0.000088,0.000237,-0.000145,0.075507,0.000129,0.000113,-0.000224,0.031206,-0.000170,0.000181,0.031206,0.000157,0.031204
173_002,0.079568,0.042693,0.042692,0.000245,0.000086,-0.000083,0.079595,0.042692,0.000103,0.000268,-0.000063,0.079549,0.000052,0.000143,-0.000210,0.033035,-0.000219,0.000272,0.033049,0.000242,0.033040
173_003,0.083541,0.044146,0.044150,0.000204,0.000222,-0.000147,0.083488,0.044141,0.000175,0.000202,-0.000178,0.083551,0.000202,0.000188,-0.000167,0.034680,-0.000234,0.000277,0.034685,0.000269,0.034677
173_004,0.087258,0.045516,0.045511,0.000020,0.000095,-0.000046,0.087287,0.045511,0.000051,0.000040,-0.000073,0.087296,0.000077,0.000066,-0.000014,0.036444,-0.000099,0.000121,0.036440,0.000102,0.036444
173_005,0.091010,0.047051,0.047021,0.000030,-0.000003,0.000002,0.091204,0.047055,-0.000024,0.000043,-0.000012,0.091217,-0.000012,0.000008,-0.000018,0.038040,-0.000035,0.000054,0.038036,0.000028,0.038039
173_006,0.094567,0.048244,0.048234,0.000109,0.000046,0.000036,0.094667,0.048256,-0.000026,0.000133,-0.000003,0.094710,0.000011,-0.000002,-0.000118,0.039528,-0.000077,0.000112,0.039519,0.000079,0.039526
173_007,0.098244,0.049680,0.049689,0.000194,0.000141,-0.000054,0.098269,0.049679,0.000110,0.000220,-0.000118,0.098267,0.000140,0.000126,-0.000170,0.041200,-0.000191,0.000242,0.041204,0.000222,0.041196
173_008,0.102276,0.051148,0.051141,0.000204,0.000188,-0.000158,0.102338,0.051149,0.000163,0.000232,-0.000171,0.102346,0.000164,0.000186,-0.000191,0.042951,-0.000303,0.000331,0.042945,0.000300,0.042947
173_009,0.106670,0.052626,0.052601,0.000137,0.000179,0.000000,0.106730,0.052632,0.000008,0.000144,-0.000175,0.106679,0.000168,0.000024,-0.000124,0.044753,-0.000189,0.000200,0.044751,0.000187,0.044746
173_010,0.111760,0.054324,0.054332,-0.000017,-0.000057,0.000127,0.111703,0.054322,-0.000120,0.000014,0.000041,0.111710,-0.000069,-0.000114,0.000005,0.046925,0.000032,-0.000019,0.046928,-0.000038,0.046921
173_011,0.116316,0.055733,0.055745,-0.000019,0.000071,-0.000036,0.116246,0.055733,0.000047,-0.000026,-0.000064,0.116278,0.000074,0.000035,0.000038,0.048747,-0.000042,0.000038,0.048744,0.000048,0.048749
173_012,0.120774,0.057327,0.057318,0.000193,0.000164,-0.000131,0.120779,0.057329,0.000141,0.000197,-0.000171,0.120797,0.000172,0.000146,-0.000184,0.050721,-0.000153,0.000171,0.050716,0.000162,0.050720
173_013,0.125573,0.058940,0.058936,0.000129,0.000054,-0.000057,0.125611,0.058945,0.000071,0.000164,-0.000046,0.125515,0.000022,0.000100,-0.000117,0.052540,-0.000128,0.000161,0.052543,0.000131,0.052545
173_014,0.129868,0.060361,0.060381,0.000202,0.000108,-0.000085,0.129800,0.060379,0.000143,0.000212,-0.000071,0.129826,0.000130,0.000132,-0.000155,0.054284,-0.000164,0.000212,0.054284,0.000215,0.054285
173_015,0.133748,0.061821,0.061844,0.000140,0.000100,-0.000015,0.133600,0.061829,0.000055,0.000127,-0.000069,0.133591,0.000097,0.000057,-0.000101,0.056021,-0.000102,0.000133,0.056026,0.000140,0.056017
173_016,0.138731,0.063480,0.063447,0.000066,0.000046,-0.000034,0.138680,0.063472,0.000040,0.000083,-0.000005,0.138601,0.000043,0.000057,-0.000031,0.058010,-0.000097,0.000121,0.058016,0.000096,0.057997
173_017,0.142932,0.065013,0.065025,0.000021,-0.000020,-0.000015,0.142907,0.065033,0.000035,0.000025,0.000027,0.142938,-0.000016,0.000036,0.000002,0.059895,-0.000056,0.000081,0.059894,0.000077,0.059889
173_018,0.148611,0.066716,0.066712,0.000035,-0.000097,0.000005,0.148610,0.066715,0.000002,0.000022,0.000107,0.148569,-0.000102,0.000015,-0.000027,0.062229,0.000018,-0.000012,0.062229,-0.000006,0.062229
173_019,0.154230,0.068463,0.068485,-0.000091,-0.000124,0.000041,0.154187,0.068483,-0.000036,-0.000057,0.000140,0.154093,-0.000171,-0.000021,0.000074,0.064162,0.000087,-0.000072,0.064166,-0.000091,0.064175
173_020,0.159395,0.070177,0.070206,0.000042,0.000069,-0.000114,0.159383,0.070188,0.000111,0.000071,-0.000045,0.159488,0.000045,0.000175,-0.000018,0.066308,-0.000074,0.000093,0.066306,0.000070,0.066316
173_021,0.165080,0.071950,0.071939,0.000032,0.000131,-0.000122,0.165036,0.071934,0.000142,0.000054,-0.000126,0.165096,0.000130,0.000164,-0.000008,0.068361,-0.000253,0.000262,0.068353,0.000259,0.068361
173_022,0.170060,0.073441,0.073432,0.000111,-0.000037,-0.000080,0.170075,0.073452,0.000095,0.000136,0.000053,0.170041,-0.000065,0.000147,-0.000068,0.070107,-0.000165,0.000172,0.070102,0.000160,0.070097
173_023,0.175620,0.075266,0.075264,-0.000088,-0.000073,-0.000032,0.175616,0.075279,0.000029,-0.000064,0.000099,0.175663,-0.000093,0.000072,0.000098,0.072334,-0.000090,0.000116,0.072336,0.000095,0.072331
173_024,0.180839,0.076997,0.076974,0.000148,0.000134,-0.000173,0.180914,0.076994,0.000201,0.000148,-0.000078,0.180913,0.000098,0.000213,-0.000104,0.074372,-0.000203,0.000227,0.074372,0.000216,0.074366
173_025,0.186886,0.078768,0.078730,0.000072,0.000105,-0.000101,0.186947,0.078778,0.000152,0.000084,-0.000102,0.186934,0.000096,0.000178,-0.000053,0.076415,-0.000127,0.000152,0.076424,0.000135,0.076406
173_026,0.192492,0.080643,0.080664,0.000144,0.000024,-0.000092,0.192459,0.080633,0.000156,0.000142,0.000011,0.192562,0.000011,0.000156,-0.000070,0.078700,-0.000044,0.000087,0.078689,0.000071,0.078704
173_027,0.198229,0.082439,0.082441,0.000047,-0.000076,0.000017,0.198233,0.082438,0.000003,0.000089,0.000108,0.198334,-0.000121,0.000009,-0.000050,0.080858,-0.000001,0.000028,0.080846,0.000005,0.080851
173_028,0.204066,0.084368,0.084371,0.000195,0.000087,-0.000081,0.204073,0.084365,0.000101,0.000209,-0.000070,0.204121,0.000085,0.000096,-0.000179,0.083194,-0.000205,0.000226,0.083192,0.000223,0.083196
173_029,0.210921,0.086416,0.086436,0.000178,0.000219,-0.000152,0.210833,0.086419,0.000187,0.000203,-0.000191,0.210905,0.000200,0.000224,-0.000148,0.085428,-0.000209,0.000241,0.085435,0.000215,0.085436
173_030,0.217297,0.088410,0.088430,0.000332,0.000168,-0.000151,0.217358,0.088401,0.000186,0.000336,-0.000121,0.217451,0.000170,0.000233,-0.000271,0.087650,-0.000194,0.000235,0.087646,0.000229,0.087661
173_031,0.223198,0.090378,0.090358,0.000188,0.000062,-0.000102,0.223224,0.090349,0.000118,0.000230,-0.000033,0.223247,0.000020,0.000160,-0.000176,0.089862,-0.000036,0.000078,0.089852,0.000040,0.089861
173_032,0.229084,0.092159,0.092154,0.000119,0.000092,-0.000167,0.229285,0.092185,0.000175,0.000178,-0.000064,0.229246,0.000064,0.000240,-0.000096,0.092066,-0.000097,0.000122,0.092080,0.000107,0.092073
173_033,0.236374,0.094250,0.094243,-0.000097,-0.000162,0.000067,0.236243,0.094246,-0.000040,-0.000102,0.000134,0.236313,-0.000114,-0.000039,0.000117,0.094438,0.000086,-0.000079,0.094428,-0.000072,0.094427
173_034,0.243167,0.096466,0.096445,0.000193,0.000180,-0.000063,0.243206,0.096463,0.000109,0.000213,-0.000147,0.243216,0.000169,0.000117,-0.000165,0.096846,-0.000107,0.000132,0.096844,0.000114,0.096836
173_035,0.249994,0.098647,0.098639,0.000044,0.000030,0.000120,0.250004,0.098642,-0.000049,0.000044,0.000017,0.250088,0.000020,-0.000046,0.000017,0.099233,-0.000040,0.000089,0.099225,0.000086,0.099232
173_036,0.256682,0.100907,0.100930,0.000096,0.000084,0.000094,0.256599,0.100915,-0.000043,0.000087,-0.000044,0.256618,0.000084,-0.000028,-0.000027,0.101654,-0.000050,0.000107,0.101655,0.000090,0.101663
173_037,0.264042,0.103118,0.103107,-0.000024,0.000017,0.000224,0.264121,0.103146,-0.000226,0.000060,0.000035,0.264129,-0.000027,-0.000146,0.000039,0.104131,-0.000063,0.000111,0.104148,0.000064,0.104129
173_038,0.272606,0.105620,0.105612,0.000041,0.000081,0.000046,0.272290,0.105587,-0.000016,0.000052,-0.000056,0.272365,0.000063,0.000006,-0.000005,0.106731,-0.000090,0.000108,0.106704,0.000097,0.106724
173_039,0.280234,0.108021,0.108002,-0.000037,-0.000168,0.000112,0.280084,0.108018,-0.000053,-0.000019,0.000205,0.280088,-0.000159,-0.000050,0.000113,0.109251,0.000157,-0.000106,0.109248,-0.000134,0.109233
173_040,0.287018,0.110204,0.110180,0.000152,-0.000103,-0.000092,0.287015,0.110222,0.000108,0.000213,0.000137,0.286855,-0.000130,0.000136,-0.000126,0.111607,-0.000001,0.000032,0.111613,-0.000011,0.111579
173_041,0.294208,0.112370,0.112410,-0.000182,-0.000326,0.000187,0.294035,0.112371,-0.000151,-0.000162,0.000350,0.294186,-0.000337,-0.000119,0.000221,0.113843,0.000243,-0.000208,0.113842,-0.000240,0.113857
173_042,0.301994,0.114950,0.114951,-0.000087,-0.000090,-0.000066,0.302091,0.114963,0.000039,-0.000048,0.000095,0.302052,-0.000127,0.000084,0.000059,0.116502,-0.000076,0.000090,0.116503,0.000052,0.116509
173_043,0.308976,0.117354,0.117383,-0.000139,-0.000178,0.000150,0.308856,0.117329,-0.000084,-0.000102,0.000204,0.308984,-0.000204,-0.000078,0.000173,0.118923,0.000007,0.000021,0.118899,-0.000002,0.118922
173_044,0.317231,0.120138,0.120144,0.000053,0.000014,0.000070,0.317167,0.120132,-0.000027,0.000087,0.000037,0.317194,-0.000025,0.000018,-0.000019,0.121678,-0.000060,0.000103,0.121674,0.000072,0.121671
173_045,0.326069,0.122907,0.122883,-0.000068,-0.000183,0.000205,0.326066,0.122910,-0.000142,-0.000069,0.000248,0.325852,-0.000216,-0.000098,0.000140,0.124474,0.000012,0.000034,0.124478,0.000021,0.124455
173_046,0.332580,0.125034,0.125041,0.000225,-0.000023,-0.000079,0.332606,0.125065,0.000124,0.000260,0.000077,0.332434,-0.000085,0.000193,-0.000182,0.126698,-0.000096,0.000148,0.126701,0.000097,0.126697
173_047,0.342263,0.128120,0.128133,0.000119,0.000073,-0.000196,0.342231,0.128125,0.000252,0.000127,-0.000038,0.342227,0.000066,0.000250,-0.000070,0.129694,-0.000056,0.000077,0.129685,0.000077,0.129689
173_048,0.350855,0.131124,0.131115,0.000097,-0.000094,-0.000156,0.350860,0.131119,0.000168,0.000110,0.000119,0.350853,-0.000117,0.000192,-0.000069,0.132550,0.000049,-0.000035,0.132553,-0.000053,0.132547
173_049,0.360213,0.133969,0.134024,-0.000284,-0.000315,0.000081,0.359987,0.133994,-0.000079,-0.000257,0.000316,0.360097,-0.000343,-0.000045,0.000274,0.135282,0.000151,-0.000148,0.135281,-0.000172,0.135295
173_050,0.369990,0.137187,0.137204,-0.000124,0.000009,-0.000005,0.369956,0.137166,-0.000032,-0.000066,-0.000015,0.370169,-0.000044,-0.000001,0.000101,0.138222,-0.000143,0.000135,0.138214,0.000093,0.138225
173_051,0.378156,0.139845,0.139840,-0.000031,0.000116,-0.000027,0.378204,0.139854,0.000071,-0.000030,-0.000094,0.378192,0.000121,0.000094,0.000086,0.140682,-0.000152,0.000180,0.140682,0.000173,0.140685
173_052,0.387805,0.143279,0.143290,-0.000248,-0.000124,0.000186,0.387908,0.143327,-0.000178,-0.000182,0.000144,0.387814,-0.000147,-0.000124,0.000277,0.143848,0.000128,-0.000112,0.143875,-0.000133,0.143852
173_053,0.396987,0.146379,0.146394,0.000106,-0.000043,-0.000046,0.396933,0.146383,0.000102,0.000112,0.000087,0.397009,-0.000063,0.000139,-0.000047,0.146700,0.000081,-0.000018,0.146694,-0.000043,0.146703
173_054,0.406467,0.149655,0.149579,-0.000058,-0.000111,0.000052,0.406660,0.149631,0.000037,-0.000024,0.000175,0.406697,-0.000125,0.000085,0.000153,0.149581,0.000161,-0.000093,0.149571,-0.000118,0.149552
173_055,0.416111,0.152683,0.152657,-0.000026,-0.000201,0.000236,0.416344,0.152675,-0.000088,0.000019,0.000270,0.416505,-0.000210,-0.000012,0.000171,0.152367,0.000223,-0.000166,0.152365,-0.000171,0.152357
173_056,0.427218,0.156420,0.156427,0.000130,0.000042,-0.000006,0.427198,0.156429,0.000057,0.000175,-0.000001,0.427233,0.000002,0.000116,-0.000109,0.155729,0.000027,-0.000006,0.155732,-0.000024,0.155718
173_057,0.436352,0.160014,0.159984,-0.000335,-0.000206,0.000353,0.436149,0.159959,-0.000296,-0.000264,0.000227,0.436358,-0.000211,-0.000269,0.000351,0.158707,0.000155,-0.000149,0.158681,-0.000149,0.158688
173_058,0.445799,0.162954,0.162930,-0.000310,-0.000330,0.000365,0.445840,0.162950,-0.000320,-0.000294,0.000359,0.445868,-0.000344,-0.000312,0.000357,0.161329,0.000275,-0.000248,0.161330,-0.000269,0.161314
173_059,0.457699,0.167192,0.167160,0.000181,-0.000050,-0.000178,0.457660,0.167163,0.000214,0.000218,0.000100,0.457858,-0.000082,0.000270,-0.000136,0.164775,0.000040,0.000023,0.164754,-0.000020,0.164746
173_060,0.467383,0.170624,0.170627,0.000343,0.000073,-0.000467,0.467484,0.170618,0.000504,0.000376,-0.000077,0.467670,0.000051,0.000514,-0.000326,0.167533,-0.000040,0.000040,0.167539,0.000025,0.167547
173_061,0.478186,0.174464,0.174494,-0.000201,-0.000486,0.000014,0.478504,0.174504,-0.000032,-0.000126,0.000511,0.478534,-0.000519,0.000029,0.000180,0.170777,0.000450,-0.000427,0.170788,-0.000446,0.170782
173_062,0.489653,0.178801,0.178794,-0.000190,-0.000282,0.000230,0.489638,0.178801,-0.000215,-0.000140,0.000323,0.489467,-0.000356,-0.000134,0.000208,0.174194,0.000231,-0.000181,0.174188,-0.000248,0.174193
173_063,0.499816,0.182301,0.182278,-0.000367,-0.000301,0.000400,0.499932,0.182310,-0.000364,-0.000343,0.000328,0.499985,-0.000311,-0.000342,0.000383,0.177074,0.000178,-0.000151,0.177075,-0.000166,0.177059
173_064,0.511875,0.186733,0.186687,-0.000075,-0.000139,0.000066,0.512103,0.186724,-0.000038,-0.000029,0.000179,0.512052,-0.000195,0.000021,0.000083,0.180561,0.000056,-0.000018,0.180545,-0.000062,0.180521
173_065,0.525408,0.191885,0.191871,-0.000148,-0.000228,0.000270,0.525452,0.191872,-0.000223,-0.000176,0.000240,0.525442,-0.000212,-0.000220,0.000214,0.184493,0.000137,-0.000121,0.184490,-0.000098,0.184474
173_066,0.536502,0.195620,0.195567,0.000050,-0.000179,0.000158,0.536383,0.195634,-0.000040,0.000136,0.000233,0.536265,-0.000250,0.000056,0.000126,0.187417,0.000102,-0.000052,0.187437,-0.000104,0.187366
173_067,0.550409,0.200963,0.200963,-0.000132,-0.000489,0.000307,0.550394,0.200971,-0.000244,-0.000136,0.000508,0.550472,-0.000475,-0.000245,0.000189,0.191488,0.000338,-0.000310,0.191483,-0.000310,0.191479
173_068,0.562770,0.205294,0.205234,0.000132,-0.000237,0.000108,0.562849,0.205302,0.000086,0.000141,0.000302,0.562593,-0.000226,0.000072,0.000099,0.194675,0.000238,-0.000193,0.194671,-0.000196,0.194635
173_069,0.575600,0.210046,0.210055,-0.000346,-0.000427,0.000234,0.575716,0.210051,-0.000184,-0.000302,0.000498,0.575776,-0.000477,-0.000092,0.000424,0.198204,0.000313,-0.000256,0.198209,-0.000304,0.198209
173_070,0.585281,0.213673,0.213715,-0.000648,-0.000555,0.000548,0.585150,0.213663,-0.000497,-0.000519,0.000605,0.585146,-0.000621,-0.000362,0.000650,0.200971,0.000383,-0.000335,0.200963,-0.000390,0.200977
173_071,0.598886,0.218789,0.218836,0.000080,-0.000003,-0.000011,0.598647,0.218803,0.000067,0.000127,0.000044,0.598639,-0.000051,0.000120,-0.000048,0.204516,0.000057,-0.000024,0.204531,-0.000067,0.204542
173_072,0.612234,0.224426,0.224507,-0.000416,-0.000489,0.000589,0.611985,0.224439,-0.000408,-0.000463,0.000548,0.611992,-0.000459,-0.000421,0.000643,0.208574,0.000482,-0.000455,0.208573,-0.000423,0.208624
173_073,0.625938,0.229721,0.229784,-0.000510,-0.000404,0.000438,0.625715,0.229724,-0.000389,-0.000499,0.000419,0.625801,-0.000406,-0.000380,0.000536,0.212233,0.000366,-0.000356,0.212230,-0.000355,0.212261
173_074,0.640073,0.235357,0.235357,-0.000538,-0.000416,0.000469,0.640046,0.235372,-0.000324,-0.000587,0.000459,0.640151,-0.000401,-0.000351,0.000715,0.216345,0.000300,-0.000282,0.216363,-0.000267,0.216338
173_075,0.654693,0.241169,0.241228,-0.001009,-0.000774,0.001010,0.654567,0.241169,-0.000966,-0.000974,0.000845,0.654630,-0.000810,-0.000871,0.001050,0.220167,0.000599,-0.000548,0.220165,-0.000574,0.220191
173_076,0.668765,0.246471,0.246500,-0.000902,-0.000596,0.000905,0.668721,0.246506,-0.000906,-0.000852,0.000631,0.668812,-0.000637,-0.000849,0.000893,0.223681,0.000471,-0.000437,0.223707,-0.000485,0.223699
173_077,0.683418,0.252479,0.252380,-0.000516,-0.000513,0.000567,0.683613,0.252497,-0.000457,-0.000527,0.000523,0.683345,-0.000495,-0.000470,0.000609,0.227549,0.000386,-0.000382,0.227563,-0.000372,0.227488
173_078,0.699118,0.258778,0.258712,-0.000275,-0.000317,0.000168,0.699312,0.258781,-0.000166,-0.000175,0.000340,0.699240,-0.000393,-0.000081,0.000233,0.231539,0.000311,-0.000288,0.231552,-0.000350,0.231511
173_079,0.714164,0.265143,0.265242,-0.000769,-0.000391,0.000717,0.713916,0.265145,-0.000605,-0.000741,0.000408,0.714235,-0.000398,-0.000633,0.000849,0.235634,0.000294,-0.000277,0.235628,-0.000284,0.235690
173_080,0.728520,0.271166,0.271139,-0.001143,-0.000789,0.001190,0.728849,0.271198,-0.001076,-0.001064,0.000874,0.728897,-0.000850,-0.001018,0.001203,0.239482,0.000604,-0.000549,0.239498,-0.000587,0.239501
173_081,0.743501,0.277684,0.277657,-0.001017,-0.000682,0.001089,0.743724,0.277651,-0.000975,-0.001009,0.000728,0.743622,-0.000718,-0.000875,0.001147,0.243550,0.000519,-0.000486,0.243521,-0.000522,0.243550
173_082,0.760886,0.285276,0.285252,-0.001073,-0.000626,0.000922,0.760708,0.285200,-0.000856,-0.000965,0.000707,0.760867,-0.000704,-0.000741,0.001119,0.247988,0.000514,-0.000445,0.247960,-0.000503,0.247994
173_083,0.775933,0.291444,0.291349,-0.000920,-0.000609,0.000713,0.776119,0.291432,-0.000641,-0.000867,0.000666,0.775930,-0.000657,-0.000598,0.000983,0.251772,0.000510,-0.000475,0.251759,-0.000505,0.251715
173_084,0.793498,0.299089,0.299050,-0.001090,-0.000736,0.001096,0.793592,0.299064,-0.000906,-0.001128,0.000824,0.793572,-0.000704,-0.000955,0.001289,0.256229,0.000527,-0.000476,0.256208,-0.000455,0.256218
173_085,0.808446,0.305544,0.305557,-0.001533,-0.000860,0.001231,0.808513,0.305555,-0.001242,-0.001516,0.000868,0.808521,-0.000868,-0.001231,0.001523,0.260090,0.000537,-0.000530,0.260095,-0.000535,0.260096
173_086,0.828634,0.314418,0.314418,-0.001525,-0.000798,0.001202,0.828426,0.314394,-0.001204,-0.001498,0.000783,0.828542,-0.000794,-0.001213,0.001497,0.265071,0.000562,-0.000562,0.265068,-0.000562,0.265070
173_087,0.845064,0.322134,0.322178,-0.001335,-0.000738,0.001184,0.845042,0.322154,-0.001061,-0.001307,0.000764,0.845280,-0.000744,-0.001072,0.001420,0.269409,0.000505,-0.000502,0.269411,-0.000498,0.269434
173_088,0.863122,0.330806,0.330812,-0.001167,-0.000520,0.001029,0.863108,0.330811,-0.001007,-0.001113,0.000542,0.863063,-0.000537,-0.000953,0.001168,0.274210,0.000384,-0.000367,0.274220,-0.000368,0.274206
173_089,0.884208,0.340085,0.340206,-0.001748,-0.000734,0.001487,0.883528,0.340063,-0.001385,-0.001655,0.000831,0.884187,-0.000819,-0.001244,0.001864,0.279303,0.000509,-0.000457,0.279273,-0.000532,0.279359
173_090,0.901838,0.348485,0.348371,-0.001544,-0.000467,0.001502,0.901958,0.348466,-0.001280,-0.001553,0.000562,0.901541,-0.000501,-0.001253,0.001784,0.283761,0.000268,-0.000223,0.283762,-0.000248,0.283709
173_091,0.922254,0.358008,0.358054,-0.001826,-0.000761,0.001659,0.922288,0.358038,-0.001572,-0.001822,0.000824,0.922503,-0.000765,-0.001511,0.001939,0.288749,0.000534,-0.000498,0.288752,-0.000496,0.288759
173_092,0.941838,0.367066,0.367152,-0.001649,-0.000558,0.001364,0.941505,0.367035,-0.001294,-0.001518,0.000616,0.941738,-0.000609,-0.001223,0.001672,0.293470,0.000342,-0.000314,0.293447,-0.000346,0.293506
173_093,0.963679,0.377574,0.377544,-0.001803,-0.000711,0.001454,0.963699,0.377542,-0.001501,-0.001769,0.000720,0.963580,-0.000736,-0.001454,0.001758,0.298831,0.000352,-0.000342,0.298811,-0.000349,0.298805
173_094,0.990356,0.391510,0.391359,-0.000596,-0.000320,0.000697,0.990732,0.391497,-0.000548,-0.000608,0.000353,0.990458,-0.000310,-0.000583,0.000755,0.305697,0.000196,-0.000178,0.305687,-0.000169,0.305620
173_095,1.015451,0.403382,0.403349,-0.000213,-0.000175,0.000401,1.015454,0.403300,-0.000196,-0.000180,0.000243,1.015387,-0.000162,-0.000153,0.000379,0.311377,0.000195,-0.000153,0.311319,-0.000141,0.311347
173_096,1.040308,0.415671,0.415702,-0.000568,-0.000495,0.000593,1.040317,0.415688,-0.000563,-0.000451,0.000545,1.040425,-0.000545,-0.000468,0.000583,0.317097,0.000343,-0.000314,0.317112,-0.000338,0.317119
173_097,1.066725,0.428881,0.428829,-0.000500,-0.000195,0.000455,1.066979,0.428914,-0.000388,-0.000429,0.000268,1.066822,-0.000247,-0.000320,0.000576,0.323181,0.000146,-0.000110,0.323203,-0.000143,0.323169
173_098,1.094692,0.443110,0.443124,0.000186,0.000009,0.000052,1.094835,0.443175,0.000073,0.000238,0.000007,1.095091,0.000007,0.000097,-0.000087,0.329791,0.000024,-0.000020,0.329818,-0.000028,0.329803
173_099,1.122613,0.457146,0.457186,-0.000770,-0.000232,0.000778,1.122181,0.457051,-0.000721,-0.000630,0.000302,1.122330,-0.000320,-0.000592,0.000816,0.336122,0.000144,-0.000112,0.336072,-0.000159,0.336134
173_100,1.152560,0.472541,0.472506,0.000041,-0.000116,-0.000057,1.152567,0.472537,0.000084,0.000110,0.000172,1.152460,-0.000170,0.000156,-0.000013,0.342649,0.000117,-0.000087,0.342652,-0.000118,0.342632
084_001,0.006437,0.003523,0.003503,0.001293,0.000339,-0.001263,0.006476,0.003527,0.001300,0.001308,-0.000340,0.006449,0.000336,0.001302,-0.001266,0.003182,-0.000050,0.000054,0.003186,0.000053,0.003154
084_002,0.009334,0.005221,0.005218,0.001050,0.000232,-0.001019,0.009342,0.005221,0.001052,0.001053,-0.000235,0.009336,0.000234,0.001048,-0.001017,0.004518,-0.000062,0.000067,0.004517,0.000065,0.004512
084_003,0.011425,0.006343,0.006312,0.001691,0.000419,-0.001653,0.011510,0.006360,0.001701,0.001712,-0.000414,0.011474,0.000421,0.001715,-0.001663,0.005658,-0.000048,0.000044,0.005667,0.000044,0.005625
084_004,0.013772,0.007749,0.007707,0.001959,0.000370,-0.001922,0.013831,0.007749,0.001967,0.001966,-0.000375,0.013772,0.000370,0.001959,-0.001922,0.006752,-0.000065,0.000065,0.006752,0.000065,0.006715
084_005,0.015634,0.008767,0.008755,0.002525,0.000406,-0.002491,0.015664,0.008773,0.002529,0.002558,-0.000417,0.015632,0.000405,0.002553,-0.002491,0.007717,-0.000115,0.000114,0.007725,0.000110,0.007712
084_006,0.018845,0.010480,0.010447,0.002448,0.000489,-0.002414,0.018893,0.010487,0.002453,0.002473,-0.000490,0.018850,0.000485,0.002463,-0.002415,0.009440,-0.000136,0.000140,0.009447,0.000138,0.009408
084_007,0.021314,0.011674,0.011664,0.002990,0.000618,-0.002988,0.021347,0.011684,0.002997,0.003015,-0.000619,0.021318,0.000617,0.003004,-0.002989,0.010779,-0.000209,0.000215,0.010791,0.000218,0.010774
084_008,0.023474,0.012624,0.012637,0.003547,0.000639,-0.003507,0.023468,0.012624,0.003544,0.003568,-0.000650,0.023461,0.000631,0.003566,-0.003507,0.012020,-0.000282,0.000282,0.012019,0.000275,0.012031
084_009,0.025910,0.013889,0.013885,0.003881,0.000639,-0.003863,0.025945,0.013905,0.003885,0.003897,-0.000642,0.025935,0.000643,0.003901,-0.003867,0.013288,-0.000233,0.000232,0.013300,0.000230,0.013282
084_010,0.029412,0.015782,0.015759,0.004160,0.000630,-0.004106,0.029436,0.015772,0.004164,0.004189,-0.000626,0.029403,0.000630,0.004193,-0.004108,0.015087,-0.000224,0.000211,0.015081,0.000210,0.015063
084_011,0.037981,0.021069,0.021068,0.001537,-0.000176,-0.001493,0.037976,0.021054,0.001531,0.001546,0.000178,0.037967,-0.000173,0.001551,-0.001493,0.019137,-0.000112,0.000099,0.019122,0.000100,0.019139
084_012,0.040776,0.022511,0.022495,0.001499,-0.000142,-0.001479,0.040818,0.022531,0.001506,0.001563,0.000156,0.040800,-0.000161,0.001558,-0.001481,0.020659,-0.000087,0.000102,0.020677,0.000094,0.020645
084_013,0.044264,0.024258,0.024316,0.001817,-0.000201,-0.001798,0.044164,0.024254,0.001820,0.001875,0.000189,0.044231,-0.000199,0.001864,-0.001806,0.022420,-0.000007,-0.000005,0.022419,-0.000009,0.022478
