Row,C11,C21,C31,C41,C51,C61,C22,C32,C42,C52,C62,C33,C43,C53,C63,C44,C54,C64,C55,C65,C66
246_027,0.125797,0.022732,0.022729,0.000075,0.000032,-0.000054,0.125894,0.022756,0.000056,0.000077,0.000011,0.125947,-0.000029,0.000071,-0.000006,0.015035,-0.000020,0.000047,0.015043,0.000033,0.015040
246_028,0.130768,0.024055,0.024064,-0.000077,-0.000020,0.000089,0.130816,0.024056,-0.000068,-0.000066,0.000026,0.130761,-0.000017,-0.000080,0.000089,0.016013,-0.000009,0.000015,0.016016,0.000015,0.016007
246_029,0.135100,0.025120,0.025146,-0.000107,-0.000096,0.000110,0.135068,0.025119,-0.000097,-0.000099,0.000094,0.135094,-0.000092,-0.000113,0.000116,0.016831,0.000080,-0.000078,0.016833,-0.000074,0.016830
246_030,0.140075,0.026318,0.026323,0.000129,-0.000039,-0.000116,0.140066,0.026318,0.000122,0.000122,0.000045,0.140075,-0.000039,0.000129,-0.000116,0.018039,-0.000011,0.000016,0.018039,0.000016,0.018033
246_031,0.144293,0.027253,0.027236,0.000046,-0.000060,-0.000038,0.144316,0.027250,0.000041,0.000047,0.000061,0.144297,-0.000066,0.000054,-0.000037,0.019055,-0.000018,0.000028,0.019044,0.000021,0.019060
246_032,0.148520,0.028344,0.028344,0.000047,0.000042,-0.000047,0.148516,0.028336,0.000049,0.000076,-0.000034,0.148516,0.000034,0.000076,-0.000049,0.020302,-0.000040,0.000046,0.020295,0.000040,0.020302
246_033,0.151690,0.029468,0.029472,-0.000042,-0.000003,0.000054,0.151649,0.029464,-0.000044,-0.000045,-0.000006,0.151655,0.000000,-0.000049,0.000052,0.021388,0.000027,-0.000016,0.021392,-0.000011,0.021386
246_034,0.155869,0.031011,0.031008,0.000052,-0.000012,-0.000016,0.155888,0.031011,0.000031,0.000031,0.000009,0.155869,-0.000012,0.000052,-0.000016,0.022643,-0.000067,0.000085,0.022643,0.000085,0.022645
246_035,0.159993,0.032197,0.032217,0.000013,-0.000032,0.000028,0.159888,0.032198,0.000011,0.000006,0.000059,0.159999,-0.000026,0.000008,0.000015,0.023774,0.000058,-0.000026,0.023765,-0.000021,0.023751
246_036,0.163987,0.033510,0.033473,0.000102,0.000045,-0.000030,0.164156,0.033510,0.000059,0.000059,-0.000037,0.163987,0.000045,0.000102,-0.000030,0.025016,0.000025,-0.000007,0.025016,-0.000007,0.025064
246_037,0.167590,0.034728,0.034730,-0.000074,-0.000014,0.000077,0.167551,0.034724,-0.000074,-0.000055,0.000048,0.167596,-0.000017,-0.000046,0.000081,0.026247,0.000064,-0.000035,0.026232,-0.000044,0.026237
246_038,0.171264,0.035683,0.035680,0.000085,0.000101,-0.000071,0.171210,0.035676,0.000095,0.000094,-0.000087,0.171209,0.000107,0.000070,-0.000079,0.027224,-0.000004,0.000018,0.027227,0.000019,0.027226
246_039,0.175490,0.037133,0.037147,0.000171,-0.000034,-0.000125,0.175461,0.037136,0.000163,0.000162,0.000054,0.175508,-0.000029,0.000168,-0.000133,0.028530,0.000005,0.000023,0.028528,0.000027,0.028517
246_040,0.179935,0.038885,0.038881,-0.000017,-0.000029,0.000007,0.179930,0.038874,0.000011,0.000025,0.000000,0.179930,-0.000035,-0.000021,-0.000027,0.030307,0.000009,0.000000,0.030297,0.000004,0.030280
246_041,0.183988,0.040453,0.040457,-0.000097,-0.000065,0.000140,0.183999,0.040463,-0.000110,-0.000101,0.000092,0.184005,-0.000068,-0.000085,0.000136,0.031943,0.000060,-0.000023,0.031951,-0.000027,0.031932
246_042,0.187686,0.041518,0.041517,-0.000006,-0.000018,-0.000003,0.187657,0.041518,-0.000005,-0.000005,0.000012,0.187686,-0.000018,-0.000006,-0.000003,0.033111,0.000091,-0.000088,0.033111,-0.000088,0.033100
246_043,0.192458,0.043185,0.043216,0.000060,0.000062,-0.000038,0.192401,0.043197,0.000061,0.000096,-0.000060,0.192534,0.000031,0.000106,-0.000044,0.034956,-0.000048,0.000048,0.034956,0.000022,0.034954
246_044,0.196571,0.044720,0.044716,0.000012,0.000014,-0.000005,0.196609,0.044720,0.000016,0.000043,-0.000003,0.196560,-0.000000,0.000046,0.000007,0.036235,-0.000012,0.000032,0.036234,0.000007,0.036236
246_045,0.202168,0.046323,0.046327,0.000127,0.000051,-0.000159,0.202288,0.046350,0.000144,0.000174,-0.000029,0.202287,-0.000003,0.000192,-0.000177,0.037740,-0.000027,0.000063,0.037731,0.000025,0.037699
246_046,0.207090,0.047867,0.047882,-0.000146,-0.000039,0.000156,0.207112,0.047867,-0.000137,-0.000137,0.000029,0.207090,-0.000039,-0.000146,0.000156,0.039196,0.000091,-0.000085,0.039196,-0.000085,0.039194
246_047,0.211451,0.048982,0.048985,-0.000010,0.000017,0.000027,0.211430,0.048978,-0.000026,0.000010,0.000002,0.211454,0.000006,-0.000001,0.000028,0.040488,0.000036,-0.000018,0.040475,-0.000031,0.040491
246_048,0.215155,0.050386,0.050371,0.000073,-0.000004,-0.000063,0.215101,0.050386,0.000068,0.000068,0.000008,0.215155,-0.000004,0.000073,-0.000063,0.041929,-0.000042,0.000044,0.041929,0.000044,0.041928
246_049,0.220323,0.051808,0.051816,0.000281,0.000257,-0.000225,0.220242,0.051808,0.000285,0.000286,-0.000250,0.220324,0.000257,0.000282,-0.000225,0.043251,-0.000127,0.000124,0.043250,0.000123,0.043256
246_050,0.226841,0.053998,0.054032,0.000088,0.000006,-0.000018,0.226748,0.053990,0.000088,0.000102,0.000022,0.226795,-0.000001,0.000093,-0.000014,0.045441,0.000087,-0.000078,0.045446,-0.000090,0.045460
246_051,0.232820,0.056221,0.056242,0.000114,0.000056,-0.000089,0.232750,0.056220,0.000109,0.000132,-0.000036,0.232819,0.000047,0.000133,-0.000076,0.047600,-0.000047,0.000051,0.047594,0.000032,0.047606
246_052,0.238277,0.057778,0.057779,0.000105,0.000005,-0.000097,0.238325,0.057793,0.000128,0.000158,0.000003,0.238300,-0.000001,0.000129,-0.000102,0.049346,-0.000041,0.000073,0.049366,0.000058,0.049364
246_053,0.243250,0.059570,0.059554,0.000301,0.000241,-0.000293,0.243260,0.059577,0.000314,0.000313,-0.000237,0.243278,0.000250,0.000299,-0.000300,0.051467,-0.000116,0.000129,0.051462,0.000133,0.051468
246_054,0.247551,0.061393,0.061383,0.000635,0.000316,-0.000469,0.247510,0.061398,0.000598,0.000592,-0.000214,0.247582,0.000308,0.000629,-0.000458,0.053325,-0.000214,0.000275,0.053325,0.000276,0.053308
246_055,0.253659,0.063717,0.063721,-0.000029,-0.000046,0.000088,0.253620,0.063709,-0.000065,-0.000054,0.000062,0.253632,-0.000047,-0.000018,0.000090,0.055387,0.000060,-0.000020,0.055384,-0.000034,0.055382
246_056,0.257934,0.065378,0.065395,0.000079,-0.000003,0.000002,0.257826,0.065376,0.000039,0.000068,0.000055,0.257917,-0.000009,0.000089,0.000011,0.057116,0.000022,0.000036,0.057131,0.000023,0.057106
246_057,0.262807,0.067016,0.067016,0.000222,0.000036,-0.000132,0.262798,0.067027,0.000201,0.000193,0.000018,0.262853,0.000030,0.000238,-0.000141,0.058865,-0.000022,0.000057,0.058860,0.000050,0.058841
246_058,0.267269,0.068654,0.068661,0.000147,0.000052,-0.000053,0.267196,0.068659,0.000108,0.000139,0.000028,0.267275,0.000022,0.000191,-0.000054,0.060535,0.000005,0.000074,0.060537,0.000042,0.060499
246_059,0.272241,0.070164,0.070192,0.000186,0.000097,-0.000134,0.272195,0.070168,0.000163,0.000160,-0.000071,0.272261,0.000100,0.000173,-0.000135,0.062216,0.000006,0.000026,0.062219,0.000030,0.062205
246_060,0.276821,0.071687,0.071686,0.000306,0.000267,-0.000298,0.276765,0.071680,0.000298,0.000337,-0.000228,0.276789,0.000238,0.000333,-0.000286,0.063839,-0.000074,0.000121,0.063850,0.000085,0.063837
246_061,0.282126,0.074102,0.074082,0.000118,0.000151,-0.000106,0.282207,0.074107,0.000134,0.000180,-0.000107,0.282122,0.000127,0.000165,-0.000113,0.066103,-0.000037,0.000090,0.066114,0.000074,0.066113
246_062,0.285766,0.075283,0.075300,0.000029,0.000022,-0.000006,0.285793,0.075298,0.000016,0.000036,0.000003,0.285839,-0.000015,0.000045,-0.000016,0.067429,0.000049,-0.000012,0.067411,-0.000032,0.067415
246_063,0.289837,0.076978,0.076979,-0.000043,0.000017,0.000055,0.289829,0.076977,-0.000040,-0.000039,-0.000007,0.289833,0.000015,-0.000039,0.000055,0.069324,0.000050,-0.000036,0.069325,-0.000041,0.069323
246_064,0.294360,0.078854,0.078855,0.000073,0.000143,-0.000046,0.294376,0.078852,0.000040,0.000067,-0.000073,0.294364,0.000108,0.000071,-0.000041,0.071388,-0.000014,0.000018,0.071382,0.000016,0.071394
246_065,0.298231,0.080398,0.080375,0.000098,0.000093,0.000067,0.298353,0.080402,0.000044,0.000066,-0.000001,0.298257,0.000082,0.000100,0.000076,0.072761,0.000088,-0.000029,0.072753,-0.000040,0.072775
246_066,0.305782,0.083137,0.083182,0.000195,0.000037,-0.000107,0.305680,0.083108,0.000178,0.000246,0.000002,0.305732,0.000024,0.000241,-0.000108,0.075432,0.000080,-0.000037,0.075397,-0.000068,0.075448
246_067,0.313420,0.086857,0.086842,0.000110,0.000149,-0.000074,0.313438,0.086866,0.000112,0.000114,-0.000128,0.313418,0.000139,0.000126,-0.000074,0.079157,0.000033,-0.000022,0.079156,-0.000030,0.079152
246_068,0.319613,0.089662,0.089648,0.000308,0.000231,-0.000304,0.319630,0.089661,0.000316,0.000319,-0.000234,0.319609,0.000230,0.000312,-0.000302,0.081772,-0.000152,0.000157,0.081769,0.000155,0.081759
246_069,0.325182,0.091948,0.091939,0.000137,0.000197,-0.000108,0.325137,0.091943,0.000140,0.000151,-0.000190,0.325160,0.000181,0.000159,-0.000107,0.083965,0.000018,0.000010,0.083964,-0.000002,0.083973
246_070,0.334844,0.095989,0.096015,0.000156,0.000011,-0.000073,0.334780,0.095980,0.000160,0.000129,0.000006,0.334854,0.000026,0.000121,-0.000068,0.087560,0.000035,-0.000023,0.087531,-0.000001,0.087544
246_071,0.338673,0.097504,0.097540,0.000186,-0.000034,-0.000068,0.338551,0.097497,0.000187,0.000204,0.000067,0.338666,-0.000037,0.000194,-0.000069,0.089144,-0.000023,0.000041,0.089136,0.000038,0.089163
246_072,0.343765,0.100111,0.100109,0.000243,0.000039,-0.000218,0.343749,0.100112,0.000244,0.000249,-0.000036,0.343766,0.000036,0.000244,-0.000218,0.091520,0.000009,0.000005,0.091521,-0.000001,0.091507
246_073,0.348774,0.102077,0.102107,-0.000025,-0.000014,0.000045,0.348795,0.102062,-0.000031,-0.000002,0.000031,0.348759,-0.000024,-0.000020,0.000068,0.093541,0.000189,-0.000170,0.093519,-0.000185,0.093539
246_074,0.353939,0.104266,0.104261,0.000475,0.000199,-0.000383,0.353822,0.104267,0.000465,0.000476,-0.000160,0.353941,0.000193,0.000481,-0.000384,0.095655,0.000022,0.000003,0.095653,-0.000006,0.095652
246_075,0.361541,0.107051,0.107030,0.000563,0.000297,-0.000531,0.361575,0.107052,0.000565,0.000565,-0.000285,0.361530,0.000288,0.000559,-0.000523,0.098128,-0.000078,0.000087,0.098139,0.000082,0.098112
246_076,0.367356,0.109414,0.109424,0.000610,0.000281,-0.000590,0.367309,0.109402,0.000617,0.000608,-0.000273,0.367385,0.000274,0.000617,-0.000586,0.100491,-0.000079,0.000081,0.100492,0.000085,0.100500
246_077,0.374538,0.112631,0.112598,0.000659,0.000401,-0.000639,0.374559,0.112580,0.000653,0.000648,-0.000444,0.374313,0.000362,0.000598,-0.000669,0.103485,-0.000154,0.000109,0.103482,0.000119,0.103527
246_078,0.379246,0.114552,0.114587,0.000382,0.000304,-0.000405,0.379356,0.114580,0.000397,0.000384,-0.000306,0.379316,0.000322,0.000396,-0.000392,0.105306,-0.000032,0.000019,0.105337,0.000019,0.105324
246_079,0.386461,0.117850,0.117867,0.000576,0.000321,-0.000593,0.386527,0.117862,0.000611,0.000635,-0.000310,0.386508,0.000291,0.000616,-0.000597,0.108114,-0.000160,0.000182,0.108118,0.000163,0.108123
246_080,0.392200,0.120151,0.120170,0.001149,0.000776,-0.001095,0.392132,0.120154,0.001161,0.001165,-0.000749,0.392222,0.000765,0.001166,-0.001096,0.110333,-0.000495,0.000523,0.110331,0.000515,0.110330
246_081,0.396874,0.121791,0.121794,0.001361,0.000962,-0.001341,0.396793,0.121791,0.001355,0.001355,-0.000958,0.396874,0.000962,0.001361,-0.001341,0.111770,-0.000613,0.000617,0.111770,0.000617,0.111768
246_082,0.404124,0.124685,0.124666,0.001286,0.000800,-0.001199,0.404226,0.124685,0.001296,0.001296,-0.000754,0.404124,0.000800,0.001286,-0.001199,0.114286,-0.000483,0.000543,0.114286,0.000543,0.114230
246_083,0.411962,0.128036,0.128018,0.001817,0.000980,-0.001757,0.412044,0.128023,0.001824,0.001798,-0.000948,0.411908,0.001012,0.001775,-0.001750,0.117315,-0.000650,0.000672,0.117314,0.000693,0.117315
246_084,0.418598,0.130666,0.130609,0.002282,0.001467,-0.002247,0.418658,0.130671,0.002302,0.002285,-0.001454,0.418623,0.001463,0.002294,-0.002232,0.119678,-0.000919,0.000919,0.119682,0.000918,0.119654
246_085,0.425305,0.133558,0.133539,0.002728,0.001672,-0.002638,0.425401,0.133570,0.002697,0.002771,-0.001589,0.425348,0.001620,0.002778,-0.002654,0.122414,-0.001103,0.001191,0.122416,0.001136,0.122396
246_086,0.439008,0.140919,0.140924,0.002170,0.001247,-0.002128,0.438909,0.140937,0.002168,0.002190,-0.001226,0.439034,0.001244,0.002198,-0.002134,0.128756,-0.000845,0.000869,0.128783,0.000858,0.128771
246_087,0.446229,0.145049,0.145019,0.001859,0.001060,-0.001766,0.446207,0.145035,0.001840,0.001849,-0.001027,0.446188,0.001053,0.001870,-0.001756,0.132071,-0.000718,0.000749,0.132069,0.000746,0.132061
246_088,0.453565,0.149250,0.149198,0.001417,0.000960,-0.001237,0.453703,0.149259,0.001449,0.001445,-0.000961,0.453599,0.000965,0.001400,-0.001274,0.135462,-0.000550,0.000584,0.135475,0.000581,0.135452
246_089,0.463806,0.154149,0.154161,0.000933,0.000557,-0.000867,0.463849,0.154143,0.000954,0.000963,-0.000539,0.463802,0.000552,0.000942,-0.000870,0.139125,-0.000419,0.000425,0.139122,0.000422,0.139133
246_090,0.471689,0.157423,0.157400,0.001175,0.000748,-0.001175,0.471779,0.157420,0.001177,0.001157,-0.000762,0.471683,0.000758,0.001164,-0.001172,0.141759,-0.000365,0.000355,0.141761,0.000367,0.141754
246_091,0.478407,0.160067,0.160083,0.000845,0.000587,-0.000828,0.478414,0.160062,0.000841,0.000827,-0.000579,0.478383,0.000616,0.000815,-0.000828,0.143756,-0.000192,0.000220,0.143757,0.000236,0.143792
246_092,0.484804,0.162462,0.162444,0.001178,0.000767,-0.001165,0.484853,0.162462,0.001181,0.001181,-0.000761,0.484804,0.000767,0.001178,-0.001165,0.145825,-0.000331,0.000329,0.145825,0.000329,0.145817
246_093,0.489120,0.164058,0.164066,0.001579,0.000994,-0.001573,0.489163,0.164058,0.001576,0.001576,-0.000994,0.489120,0.000994,0.001579,-0.001573,0.147136,-0.000533,0.000533,0.147136,0.000533,0.147136
246_094,0.497639,0.167684,0.167658,0.001588,0.001073,-0.001572,0.497765,0.167712,0.001600,0.001655,-0.001019,0.497691,0.001028,0.001657,-0.001567,0.149796,-0.000607,0.000627,0.149816,0.000609,0.149787
246_095,0.512308,0.176077,0.176079,0.002790,0.001883,-0.002757,0.512320,0.176067,0.002785,0.002810,-0.001876,0.512301,0.001879,0.002804,-0.002765,0.155492,-0.001264,0.001274,0.155486,0.001269,0.155496
246_096,0.520167,0.180153,0.180160,0.002648,0.001603,-0.002600,0.520142,0.180134,0.002631,0.002656,-0.001598,0.520111,0.001603,0.002662,-0.002607,0.158420,-0.001158,0.001172,0.158411,0.001168,0.158423
246_097,0.526469,0.183148,0.183135,0.002254,0.001400,-0.002234,0.526548,0.183148,0.002239,0.002239,-0.001393,0.526469,0.001400,0.002254,-0.002234,0.160735,-0.000999,0.001009,0.160735,0.001009,0.160728
246_098,0.535680,0.188292,0.188327,0.001342,0.000734,-0.001299,0.535592,0.188292,0.001343,0.001343,-0.000733,0.535680,0.000734,0.001342,-0.001299,0.164655,-0.000408,0.000439,0.164655,0.000439,0.164679
246_099,0.542192,0.191401,0.191390,0.001242,0.000751,-0.001253,0.542189,0.191399,0.001252,0.001245,-0.000758,0.542185,0.000755,0.001234,-0.001247,0.166996,-0.000507,0.000499,0.166996,0.000503,0.166999
246_100,0.546977,0.193306,0.193304,0.001379,0.000828,-0.001396,0.546954,0.193301,0.001386,0.001385,-0.000831,0.546973,0.000830,0.001390,-0.001384,0.168618,-0.000512,0.000522,0.168617,0.000509,0.168620
172_001,0.076055,0.041316,0.041314,-0.000121,-0.000057,0.000088,0.076104,0.041317,-0.000086,-0.000086,0.000084,0.076096,-0.000090,-0.000049,0.000125,0.031591,0.000046,0.000002,0.031593,-0.000043,0.031598
172_002,0.079216,0.042575,0.042579,-0.000216,-0.000232,0.000192,0.079193,0.042579,-0.000165,-0.000196,0.000267,0.079212,-0.000231,-0.000138,0.000261,0.033019,0.000166,-0.000096,0.033019,-0.000121,0.033020
172_003,0.082290,0.043808,0.043807,-0.000208,-0.000100,0.000036,0.082306,0.043813,-0.000017,-0.000206,0.000117,0.082328,-0.000096,-0.000011,0.000230,0.034457,0.000025,0.000007,0.034454,0.000003,0.034454
172_004,0.085835,0.045203,0.045209,-0.000390,-0.000243,0.000190,0.085783,0.045210,-0.000171,-0.000379,0.000265,0.085822,-0.000243,-0.000151,0.000410,0.036144,0.000225,-0.000190,0.036156,-0.000201,0.036145
172_005,0.090328,0.046692,0.046714,-0.000394,-0.000173,0.000192,0.090046,0.046669,-0.000176,-0.000394,0.000158,0.090259,-0.000149,-0.000180,0.000396,0.037881,0.000214,-0.000181,0.037878,-0.000207,0.037876
172_006,0.094594,0.048254,0.048264,-0.000217,-0.000077,0.000115,0.094599,0.048270,-0.000097,-0.000196,0.000076,0.094649,-0.000080,-0.000082,0.000236,0.039771,0.000076,-0.000060,0.039774,-0.000067,0.039777
172_007,0.099153,0.049920,0.049913,-0.000161,-0.000037,0.000097,0.099242,0.049930,-0.000091,-0.000136,0.000056,0.099227,-0.000070,-0.000077,0.000153,0.041642,0.000016,-0.000007,0.041644,-0.000017,0.041639
172_008,0.103259,0.051360,0.051375,-0.000003,0.000020,-0.000049,0.103163,0.051348,0.000077,-0.000033,-0.000010,0.103366,0.000042,0.000067,0.000038,0.043361,-0.000165,0.000185,0.043348,0.000192,0.043359
172_009,0.107357,0.052727,0.052724,0.000022,0.000018,0.000020,0.107432,0.052727,-0.000001,0.000023,-0.000012,0.107409,0.000011,0.000007,0.000005,0.044956,-0.000070,0.000090,0.044953,0.000084,0.044959
172_010,0.111328,0.054175,0.054171,-0.000111,-0.000105,0.000140,0.111331,0.054175,-0.000138,-0.000111,0.000106,0.111322,-0.000103,-0.000139,0.000114,0.046753,0.000061,-0.000061,0.046753,-0.000061,0.046752
172_011,0.115466,0.055598,0.055608,-0.000188,-0.000104,0.000083,0.115351,0.055577,-0.000075,-0.000197,0.000117,0.115504,-0.000100,-0.000053,0.000210,0.048475,0.000111,-0.000077,0.048473,-0.000094,0.048475
172_012,0.119928,0.057139,0.057136,-0.000192,-0.000144,0.000107,0.119956,0.057133,-0.000086,-0.000171,0.000165,0.119973,-0.000160,-0.000065,0.000193,0.050404,0.000122,-0.000095,0.050403,-0.000116,0.050406
172_013,0.124369,0.058666,0.058655,0.000022,0.000014,-0.000019,0.124535,0.058645,0.000079,0.000038,0.000023,0.124602,-0.000023,0.000067,0.000021,0.052354,-0.000004,0.000042,0.052345,0.000026,0.052353
172_014,0.129667,0.060354,0.060350,-0.000123,-0.000071,0.000112,0.129718,0.060348,-0.000106,-0.000089,0.000103,0.129759,-0.000118,-0.000090,0.000119,0.054428,0.000099,-0.000069,0.054422,-0.000096,0.054424
172_015,0.134451,0.062018,0.062021,0.000074,0.000007,0.000073,0.134488,0.062033,-0.000039,0.000077,0.000027,0.134513,0.000014,-0.000001,-0.000015,0.056380,0.000017,0.000048,0.056370,0.000027,0.056372
172_016,0.139201,0.063420,0.063406,0.000066,-0.000105,0.000082,0.139225,0.063427,-0.000044,0.000050,0.000100,0.139202,-0.000050,-0.000066,-0.000008,0.058070,0.000097,-0.000075,0.058070,-0.000056,0.058066
172_017,0.144105,0.065060,0.065080,-0.000016,-0.000000,0.000065,0.144045,0.065051,-0.000029,-0.000015,0.000032,0.144092,0.000004,-0.000017,0.000075,0.060038,0.000075,-0.000027,0.060043,-0.000039,0.060045
172_018,0.148973,0.066749,0.066748,-0.000155,-0.000143,0.000184,0.148943,0.066741,-0.000155,-0.000137,0.000140,0.149001,-0.000136,-0.000152,0.000161,0.062190,0.000189,-0.000163,0.062189,-0.000170,0.062197
172_019,0.153620,0.068228,0.068226,-0.000181,-0.000167,0.000194,0.153599,0.068233,-0.000159,-0.000187,0.000161,0.153586,-0.000143,-0.000157,0.000214,0.063934,0.000175,-0.000155,0.063941,-0.000153,0.063939
172_020,0.158493,0.070013,0.069999,-0.000159,-0.000089,0.000208,0.158530,0.070010,-0.000169,-0.000148,0.000129,0.158565,-0.000098,-0.000155,0.000190,0.066008,0.000137,-0.000087,0.066002,-0.000108,0.065998
172_021,0.164119,0.071814,0.071785,-0.000086,-0.000139,0.000191,0.163998,0.071777,-0.000185,-0.000025,0.000171,0.164051,-0.000164,-0.000130,0.000078,0.068280,0.000015,0.000037,0.068267,-0.000009,0.068270
172_022,0.169367,0.073398,0.073337,-0.000043,-0.000148,0.000175,0.169323,0.073354,-0.000141,0.000004,0.000160,0.169338,-0.000153,-0.000120,0.000026,0.070069,0.000059,-0.000041,0.070053,-0.000054,0.070049
172_023,0.175546,0.075260,0.075237,-0.000118,-0.000078,0.000158,0.175548,0.075265,-0.000147,-0.000112,0.000093,0.175383,-0.000080,-0.000129,0.000156,0.072360,-0.000038,0.000056,0.072360,0.000042,0.072350
172_024,0.181045,0.077054,0.076995,-0.000087,-0.000160,0.000126,0.181306,0.077019,-0.000099,-0.000046,0.000162,0.181265,-0.000169,-0.000084,0.000079,0.074589,0.000053,-0.000039,0.074589,-0.000063,0.074574
172_025,0.187621,0.078920,0.078945,-0.000040,-0.000166,0.000142,0.187596,0.078923,-0.000143,-0.000021,0.000176,0.187642,-0.000189,-0.000125,0.000046,0.076719,0.000092,-0.000086,0.076719,-0.000098,0.076734
172_026,0.193810,0.080716,0.080696,-0.000072,-0.000065,0.000092,0.193770,0.080745,-0.000069,-0.000065,0.000076,0.193506,-0.000074,-0.000064,0.000108,0.078983,0.000067,-0.000054,0.078988,-0.000070,0.078970
172_027,0.198840,0.082366,0.082372,-0.000040,0.000018,0.000019,0.198732,0.082368,-0.000003,-0.000006,-0.000017,0.198705,0.000009,-0.000002,0.000043,0.080772,0.000005,0.000006,0.080781,-0.000016,0.080761
172_028,0.204596,0.084517,0.084533,-0.000070,-0.000056,0.000112,0.204600,0.084527,-0.000082,-0.000064,0.000077,0.204604,-0.000046,-0.000096,0.000103,0.083175,0.000021,0.000001,0.083173,0.000002,0.083173
172_029,0.210981,0.086626,0.086629,0.000022,0.000193,-0.000003,0.211015,0.086625,0.000015,0.000031,-0.000186,0.210998,0.000186,0.000017,-0.000008,0.085630,-0.000174,0.000187,0.085622,0.000184,0.085628
172_030,0.216890,0.088332,0.088347,0.000033,0.000029,0.000014,0.216846,0.088322,-0.000006,0.000031,-0.000012,0.216760,0.000017,0.000024,-0.000008,0.087655,-0.000122,0.000128,0.087643,0.000124,0.087657
172_031,0.223477,0.090346,0.090335,-0.000217,0.000031,0.000202,0.223534,0.090334,-0.000201,-0.000156,0.000009,0.223403,-0.000024,-0.000115,0.000232,0.089946,0.000113,-0.000056,0.089927,-0.000123,0.089944
172_032,0.229209,0.092343,0.092348,-0.000118,0.000043,0.000055,0.229237,0.092375,-0.000033,-0.000045,-0.000029,0.229104,0.000007,0.000028,0.000112,0.092199,0.000032,-0.000000,0.092221,-0.000040,0.092197
172_033,0.236532,0.094512,0.094489,-0.000218,-0.000055,0.000101,0.236512,0.094507,-0.000046,-0.000180,0.000109,0.236404,-0.000106,-0.000006,0.000252,0.094608,0.000133,-0.000076,0.094611,-0.000104,0.094604
172_034,0.243256,0.096614,0.096626,-0.000033,0.000029,-0.000099,0.243178,0.096622,0.000134,-0.000068,-0.000030,0.243167,0.000058,0.000111,0.000071,0.096934,0.000005,-0.000015,0.096936,0.000010,0.096939
172_035,0.250734,0.098749,0.098772,-0.000238,-0.000050,0.000173,0.250568,0.098768,-0.000137,-0.000216,0.000066,0.250552,-0.000075,-0.000125,0.000263,0.099336,0.000162,-0.000135,0.099335,-0.000163,0.099345
172_036,0.257352,0.100864,0.100879,-0.000223,-0.000019,0.000140,0.257225,0.100861,-0.000123,-0.000189,0.000056,0.257194,-0.000053,-0.000089,0.000236,0.101640,0.000099,-0.000058,0.101639,-0.000088,0.101639
172_037,0.264298,0.102934,0.102896,0.000065,0.000028,0.000111,0.264469,0.102974,0.000000,0.000112,0.000052,0.264136,0.000048,0.000031,0.000098,0.103939,0.000046,0.000031,0.103931,0.000028,0.103899
172_038,0.271492,0.105360,0.105351,0.000020,0.000027,0.000001,0.271561,0.105358,-0.000027,0.000031,-0.000024,0.271543,0.000008,0.000008,-0.000032,0.106479,-0.000050,0.000065,0.106473,0.000039,0.106469
172_039,0.278782,0.107609,0.107626,-0.000254,-0.000220,0.000319,0.278715,0.107610,-0.000349,-0.000209,0.000220,0.278751,-0.000237,-0.000298,0.000237,0.108894,0.000244,-0.000221,0.108897,-0.000251,0.108910
172_040,0.286498,0.110130,0.110154,-0.000074,-0.000159,0.000106,0.286532,0.110114,-0.000071,-0.000014,0.000207,0.286704,-0.000165,-0.000007,0.000127,0.111504,0.000188,-0.000123,0.111494,-0.000156,0.111519
172_041,0.294669,0.112788,0.112760,-0.000158,-0.000090,0.000158,0.294921,0.112765,-0.000101,-0.000091,0.000159,0.294861,-0.000175,-0.000055,0.000162,0.114273,0.000138,-0.000075,0.114269,-0.000130,0.114282
172_042,0.301833,0.115105,0.115132,-0.000166,-0.000160,0.000060,0.301825,0.115120,-0.000047,-0.000134,0.000190,0.301872,-0.000174,-0.000036,0.000176,0.116754,0.000025,0.000010,0.116750,-0.000003,0.116763
172_043,0.309240,0.117626,0.117636,-0.000056,-0.000118,0.000161,0.309233,0.117636,-0.000110,-0.000007,0.000188,0.309328,-0.000136,-0.000076,0.000121,0.119271,0.000036,0.000034,0.119269,0.000009,0.119276
172_044,0.318055,0.120384,0.120413,0.000030,0.000129,0.000048,0.318149,0.120417,-0.000021,0.000075,-0.000096,0.318232,0.000106,-0.000012,0.000020,0.122064,-0.000141,0.000187,0.122082,0.000154,0.122079
172_045,0.326086,0.122861,0.122793,-0.000030,0.000034,0.000068,0.326358,0.122836,-0.000023,-0.000007,-0.000007,0.326226,0.000006,0.000019,0.000095,0.124491,-0.000059,0.000098,0.124495,0.000067,0.124461
172_046,0.333816,0.125388,0.125326,0.000219,0.000133,0.000011,0.334071,0.125359,0.000052,0.000234,-0.000101,0.333960,0.000111,0.000046,-0.000171,0.127053,-0.000166,0.000177,0.127046,0.000166,0.127031
172_047,0.343270,0.128548,0.128604,0.000076,0.000032,0.000168,0.343117,0.128536,-0.000074,0.000068,0.000039,0.343356,0.000012,-0.000016,0.000056,0.130030,0.000021,0.000039,0.130023,0.000011,0.130069
